TS,VEJNAVN,beskrivelse,ÅR,KATEGORI,taelling_type,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19,TOTAL,længdegrader,bredegrader,KØRETØJER ÅDT,KØRETØJER HDT,CYK+KNALL ÅDT,CYK+KNALL HDT,FODGÆNGERE ÅDT,FODGÆNGERE HDT,LADCYKLER %,TUNG TRAFIK %
882,Jagtvej,sydvest for Ydunsgade,2020,KØRETØJER ,Andre faste tællinger,1557,1507,1319,1392,1361,1447,1409,1610,1560,1562,1461,1328,17513,12.55323178968815,55.698257345157565,20500,22900,0,0,0,0,,0.019299948609604295
882,Jagtvej,sydvest for Ydunsgade,2020,LADCYKLER,Andre faste tællinger,24,53,25,12,16,24,30,39,49,37,24,16,349,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2020,LASTBILER,Andre faste tællinger,40,32,28,38,30,20,15,8,5,4,5,0,225,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2020,PERSONBILER + MC,Andre faste tællinger,1156,1204,973,995,1000,1102,1094,1260,1313,1393,1316,1198,14004,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2020,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,353,256,308,352,327,319,290,331,229,154,129,123,3171,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2021,A: LET TRAFIK I ALT,Andre faste tællinger,1552,1547,1231,1292,1314,1393,1341,1520,1526,1545,1434,1256,16951,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2021,B: TUNG TRAFIK I ALT,Andre faste tællinger,59,61,43,47,31,39,27,29,19,12,15,14,396,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2021,BUSSER,Andre faste tællinger,13,20,11,5,6,10,10,13,11,10,11,13,133,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2021,CYK+KNALL,Andre faste tællinger,1246,1962,903,598,633,764,735,924,1490,1842,1537,1018,13652,12.55323178968815,55.698257345157565,0,0,14100,16700,0,0,0.03127746850278348,
882,Jagtvej,sydvest for Ydunsgade,2021,CYKLER + KNALLERTER,Andre faste tællinger,1226,1888,879,575,606,743,705,885,1430,1786,1506,996,13225,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2021,KØRETØJER ,Andre faste tællinger,1611,1608,1274,1339,1345,1432,1368,1549,1545,1557,1449,1270,17347,12.55323178968815,55.698257345157565,20300,22700,0,0,0,0,,0.022828154724159798
882,Jagtvej,sydvest for Ydunsgade,2021,LADCYKLER,Andre faste tællinger,20,74,24,23,27,21,30,39,60,56,31,22,427,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2021,LASTBILER,Andre faste tællinger,46,41,32,42,25,29,17,16,8,2,4,1,263,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2021,PERSONBILER + MC,Andre faste tællinger,1218,1247,904,931,960,1074,1045,1238,1294,1396,1326,1146,13779,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2021,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,334,300,327,361,354,319,296,282,232,149,108,110,3172,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2023,A: LET TRAFIK I ALT,Andre faste tællinger,1450,1444,1380,1266,1271,1327,1336,1436,1413,1475,1333,1155,16286,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2023,B: TUNG TRAFIK I ALT,Andre faste tællinger,53,56,43,47,31,27,30,18,20,12,10,11,358,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2023,BUSSER,Andre faste tællinger,13,19,12,9,10,8,14,11,12,9,7,11,135,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2023,CYK+KNALL,Andre faste tællinger,1151,1652,821,462,494,553,628,832,1371,1608,1388,826,11786,12.55323178968815,55.698257345157565,0,0,12100,14400,0,0,0.046750381808925844,
882,Jagtvej,sydvest for Ydunsgade,2023,CYKLER + KNALLERTER,Andre faste tællinger,1094,1562,777,452,473,525,588,780,1322,1509,1350,803,11235,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2023,KØRETØJER ,Andre faste tællinger,1503,1500,1423,1313,1302,1354,1366,1454,1433,1487,1343,1166,16644,12.55323178968815,55.698257345157565,19500,21800,0,0,0,0,,0.021509252583513577
882,Jagtvej,sydvest for Ydunsgade,2023,LADCYKLER,Andre faste tællinger,57,90,44,10,21,28,40,52,49,99,38,23,551,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2023,LASTBILER,Andre faste tællinger,40,37,31,38,21,19,16,7,8,3,3,0,223,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2023,PERSONBILER + MC,Andre faste tællinger,1108,1205,1077,906,932,997,1014,1129,1207,1333,1220,1047,13175,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
882,Jagtvej,sydvest for Ydunsgade,2023,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,342,239,303,360,339,330,322,307,206,142,113,108,3111,12.55323178968815,55.698257345157565,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,A: LET TRAFIK I ALT,Andre faste tællinger,4133,3943,3402,2834,3010,3129,2988,3368,4262,4271,3778,2978,42096,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,B: TUNG TRAFIK I ALT,Andre faste tællinger,148,171,162,188,159,166,137,124,89,105,91,54,1594,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,BUSSER,Andre faste tællinger,36,54,42,39,41,48,46,57,39,56,48,34,540,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,CYK+KNALL,Andre faste tællinger,2615,4318,1959,1105,1034,1225,1167,1508,2644,3524,2709,1705,25513,12.570965051983402,55.67421924045837,0,0,26300,31100,0,0,0.011405949907890095,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,CYKLER + KNALLERTER,Andre faste tællinger,2593,4251,1934,1091,1020,1213,1158,1491,2611,3481,2683,1696,25222,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,KØRETØJER ,Andre faste tællinger,4281,4114,3564,3022,3169,3295,3125,3492,4351,4376,3869,3032,43690,12.570965051983402,55.67421924045837,51100,57200,0,0,0,0,,0.03648432135500115
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,LADCYKLER,Andre faste tællinger,22,67,25,14,14,12,9,17,33,43,26,9,291,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,LASTBILER,Andre faste tællinger,112,117,120,149,118,118,91,67,50,49,43,20,1054,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,PERSONBILER + MC,Andre faste tællinger,3371,3288,2720,2063,2172,2313,2226,2653,3512,3802,3364,2632,34116,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2014,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,762,655,682,771,838,816,762,715,750,469,414,346,7980,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,A: LET TRAFIK I ALT,Andre faste tællinger,4498,4097,3346,3147,3196,3256,3410,3949,4315,4200,4160,3526,45100,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,B: TUNG TRAFIK I ALT,Andre faste tællinger,170,169,203,219,184,200,184,142,108,95,72,69,1815,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,BUSSER,Andre faste tællinger,44,49,64,58,43,56,63,50,57,56,45,50,635,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,CYK+KNALL,Andre faste tællinger,2745,4528,1976,1170,1050,1244,1325,1569,2584,3043,2482,1605,25321,12.570965051983402,55.67421924045837,0,0,26100,30900,0,0,0.011215986730381896,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,CYKLER + KNALLERTER,Andre faste tællinger,2724,4490,1954,1154,1033,1232,1297,1544,2554,3007,2463,1585,25037,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,KØRETØJER ,Andre faste tællinger,4668,4266,3549,3366,3380,3456,3594,4091,4423,4295,4232,3595,46915,12.570965051983402,55.67421924045837,54900,61500,0,0,0,0,,0.038686987104337635
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,LADCYKLER,Andre faste tællinger,21,38,22,16,17,12,28,25,30,36,19,20,284,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,LASTBILER,Andre faste tællinger,126,120,139,161,141,144,121,92,51,39,27,19,1180,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,PERSONBILER + MC,Andre faste tællinger,3682,3418,2554,2305,2328,2501,2590,3093,3557,3761,3715,3164,36668,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2015,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,816,679,792,842,868,755,820,856,758,439,445,362,8432,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,A: LET TRAFIK I ALT,Andre faste tællinger,4413,4134,3461,3023,3212,3523,3368,4168,4462,4415,4168,3408,45755,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,B: TUNG TRAFIK I ALT,Andre faste tællinger,180,197,180,169,175,179,156,134,99,93,86,52,1700,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,BUSSER,Andre faste tællinger,41,48,55,42,55,66,55,61,67,69,75,42,676,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,CYK+KNALL,Andre faste tællinger,2888,4581,2101,1233,1153,1460,1392,1771,3060,4341,3275,2288,29543,12.570965051983402,55.67421924045837,0,0,30400,36000,0,0,0.013099549808753342,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,CYKLER + KNALLERTER,Andre faste tællinger,2862,4509,2086,1213,1143,1438,1363,1747,3006,4281,3253,2255,29156,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,KØRETØJER ,Andre faste tællinger,4593,4331,3641,3192,3387,3702,3524,4302,4561,4508,4254,3460,47455,12.570965051983402,55.67421924045837,55500,62200,0,0,0,0,,0.035823411653145086
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,LADCYKLER,Andre faste tællinger,26,72,15,20,10,22,29,24,54,60,22,33,387,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,LASTBILER,Andre faste tællinger,139,149,125,127,120,113,101,73,32,24,11,10,1024,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,PERSONBILER + MC,Andre faste tællinger,3565,3408,2641,2148,2358,2705,2565,3275,3727,3937,3770,3035,37134,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2016,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,848,726,820,875,854,818,803,893,735,478,398,373,8621,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,A: LET TRAFIK I ALT,Andre faste tællinger,4573,4159,3517,3047,3205,3495,3579,4140,4412,4375,4171,3443,46116,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,B: TUNG TRAFIK I ALT,Andre faste tællinger,176,198,206,197,188,179,156,141,107,90,64,75,1777,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,BUSSER,Andre faste tællinger,46,65,66,52,55,62,65,62,74,66,53,54,720,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,CYK+KNALL,Andre faste tællinger,2268,3931,1685,899,673,660,540,891,1958,2485,1647,863,18500,12.570965051983402,55.67421924045837,0,0,19100,22600,0,0,0.02037837837837838,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,CYKLER + KNALLERTER,Andre faste tællinger,2240,3870,1658,875,646,638,514,871,1916,2433,1620,842,18123,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,KØRETØJER ,Andre faste tællinger,4749,4357,3723,3244,3393,3674,3735,4281,4519,4465,4235,3518,47893,12.570965051983402,55.67421924045837,56000,62700,0,0,0,0,,0.03710354331530704
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,LADCYKLER,Andre faste tællinger,28,61,27,24,27,22,26,20,42,52,27,21,377,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,LASTBILER,Andre faste tællinger,130,133,140,145,133,117,91,79,33,24,11,21,1057,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,PERSONBILER + MC,Andre faste tællinger,3717,3466,2593,2180,2323,2613,2694,3286,3708,3886,3770,3088,37324,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2017,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,856,693,924,867,882,882,885,854,704,489,401,355,8792,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,A: LET TRAFIK I ALT,Andre faste tællinger,4481,4000,3466,3121,3243,3551,3473,3975,4282,4314,4114,3266,45286,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,B: TUNG TRAFIK I ALT,Andre faste tællinger,156,177,213,230,207,196,174,152,97,92,74,59,1827,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,BUSSER,Andre faste tællinger,45,59,76,68,69,63,59,76,60,75,60,45,755,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,CYK+KNALL,Andre faste tællinger,2681,3916,1272,663,716,917,840,1097,2234,2777,1986,1104,20203,12.570965051983402,55.67421924045837,0,0,20800,24600,0,0,0.017423154976983615,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,CYKLER + KNALLERTER,Andre faste tællinger,2655,3848,1247,649,702,900,824,1078,2186,2719,1955,1088,19851,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,KØRETØJER ,Andre faste tællinger,4637,4177,3679,3351,3450,3747,3647,4127,4379,4406,4188,3325,47113,12.570965051983402,55.67421924045837,55100,61700,0,0,0,0,,0.03877910555473012
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,LADCYKLER,Andre faste tællinger,26,68,25,14,14,17,16,19,48,58,31,16,352,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,LASTBILER,Andre faste tællinger,111,118,137,162,138,133,115,76,37,17,14,14,1072,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,PERSONBILER + MC,Andre faste tællinger,3637,3342,2718,2194,2363,2677,2673,3113,3579,3821,3721,2958,36796,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2018,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,844,658,748,927,880,874,800,862,703,493,393,308,8490,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,A: LET TRAFIK I ALT,Andre faste tællinger,4258,4056,3543,3167,3382,3541,3616,4189,4100,4215,4233,3303,45603,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,B: TUNG TRAFIK I ALT,Andre faste tællinger,183,186,239,218,195,182,168,146,121,95,73,47,1853,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,BUSSER,Andre faste tællinger,50,60,64,64,55,64,61,63,61,68,56,34,700,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,CYK+KNALL,Andre faste tællinger,2257,3967,1656,854,871,950,968,1376,2262,2784,2006,1394,21345,12.570965051983402,55.67421924045837,0,0,22000,26000,0,0,0.0213633169360506,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,CYKLER + KNALLERTER,Andre faste tællinger,2216,3879,1621,832,851,932,944,1337,2193,2724,1984,1376,20889,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,KØRETØJER ,Andre faste tællinger,4441,4242,3782,3385,3577,3723,3784,4335,4221,4310,4306,3350,47456,12.570965051983402,55.67421924045837,55500,62200,0,0,0,0,,0.039046695886716117
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,LADCYKLER,Andre faste tællinger,41,88,35,22,20,18,24,39,69,60,22,18,456,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,LASTBILER,Andre faste tællinger,133,126,175,154,140,118,107,83,60,27,17,13,1153,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,PERSONBILER + MC,Andre faste tællinger,3500,3439,2782,2283,2520,2655,2841,3323,3486,3770,3857,3001,37457,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2019,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,758,617,761,884,862,886,775,866,614,445,376,302,8146,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,A: LET TRAFIK I ALT,Andre faste tællinger,4010,3906,3181,3044,3249,3522,3834,4364,4624,4047,3666,2995,44442,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,B: TUNG TRAFIK I ALT,Andre faste tællinger,121,146,149,156,141,116,122,76,62,44,35,32,1200,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,BUSSER,Andre faste tællinger,32,38,29,26,21,22,32,30,33,29,26,26,344,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,CYK+KNALL,Andre faste tællinger,2079,3897,1398,999,939,1063,1086,1364,2194,2720,2238,1613,21590,12.570965051983402,55.67421924045837,0,0,22200,26300,0,0,0.026401111625752663,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,CYKLER + KNALLERTER,Andre faste tællinger,2027,3804,1366,970,914,1035,1056,1313,2098,2663,2185,1589,21020,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,KØRETØJER ,Andre faste tællinger,4131,4052,3330,3200,3390,3638,3956,4440,4686,4091,3701,3027,45642,12.570965051983402,55.67421924045837,53400,59800,0,0,0,0,,0.02629157355067701
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,LADCYKLER,Andre faste tællinger,52,93,32,29,25,28,30,51,96,57,53,24,570,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,LASTBILER,Andre faste tællinger,89,108,120,130,120,94,90,46,29,15,9,6,856,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,PERSONBILER + MC,Andre faste tællinger,3249,3244,2480,2275,2392,2707,3029,3474,3876,3614,3325,2704,36369,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2020,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,761,662,701,769,857,815,805,890,748,433,341,291,8073,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,A: LET TRAFIK I ALT,Andre faste tællinger,4066,3930,3617,3227,3416,3560,3727,4291,4439,4371,4200,3211,46055,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,B: TUNG TRAFIK I ALT,Andre faste tællinger,139,137,176,177,138,145,130,95,66,57,90,87,1437,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,BUSSER,Andre faste tællinger,37,34,46,33,29,31,39,46,34,35,40,26,430,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,CYK+KNALL,Andre faste tællinger,2333,3919,1450,841,831,966,960,1299,2227,2763,2065,1430,21084,12.570965051983402,55.67421924045837,0,0,21700,25700,0,0,0.022908366533864542,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,CYKLER + KNALLERTER,Andre faste tællinger,2294,3836,1408,814,815,947,935,1267,2152,2695,2033,1405,20601,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,KØRETØJER ,Andre faste tællinger,4205,4067,3793,3404,3554,3705,3857,4386,4505,4428,4290,3298,47492,12.570965051983402,55.67421924045837,55600,62200,0,0,0,0,,0.03025772761728291
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,LADCYKLER,Andre faste tællinger,39,83,42,27,16,19,25,32,75,68,32,25,483,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,LASTBILER,Andre faste tællinger,102,103,130,144,109,114,91,49,32,22,50,61,1007,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,PERSONBILER + MC,Andre faste tællinger,3340,3337,2904,2407,2592,2780,2945,3422,3778,3941,3826,2930,38202,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2021,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,726,593,713,820,824,780,782,869,661,430,374,281,7853,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,A: LET TRAFIK I ALT,Andre faste tællinger,3885,3589,3153,2931,3153,3326,3187,4068,4183,4296,3919,3096,42786,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,B: TUNG TRAFIK I ALT,Andre faste tællinger,120,142,172,167,145,156,131,106,86,75,59,39,1398,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,BUSSER,Andre faste tællinger,33,41,48,37,42,50,53,51,58,60,44,33,550,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,CYK+KNALL,Andre faste tællinger,2065,3628,1436,773,796,922,837,1171,2154,2750,2134,1253,19919,12.570965051983402,55.67421924045837,0,0,20500,24300,0,0,0.039058185651890155,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,CYKLER + KNALLERTER,Andre faste tællinger,1967,3506,1379,728,764,887,802,1102,2040,2649,2090,1227,19141,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,KØRETØJER ,Andre faste tællinger,4005,3731,3325,3098,3298,3482,3318,4174,4269,4371,3978,3135,44184,12.570965051983402,55.67421924045837,51700,57900,0,0,0,0,,0.03164041281912004
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,LADCYKLER,Andre faste tællinger,98,122,57,45,32,35,35,69,114,101,44,26,778,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,LASTBILER,Andre faste tællinger,87,101,124,130,103,106,78,55,28,15,15,6,848,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,PERSONBILER + MC,Andre faste tællinger,3117,3026,2547,2187,2333,2608,2474,3281,3550,3870,3591,2842,35426,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2022,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,768,563,606,744,820,718,713,787,633,426,328,254,7360,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,2023,A: LET TRAFIK I ALT,Andre faste tællinger,3966,3822,3595,3055,3268,3231,3455,4078,4354,4470,3869,3164,44327,12.570965051983402,55.67421924045837,0,0,0,0,0,0,,
