TS,VEJNAVN,beskrivelse,ÅR,KATEGORI,taelling_type,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19,TOTAL,længdegrader,bredegrader,KØRETØJER ÅDT,KØRETØJER HDT,CYK+KNALL ÅDT,CYK+KNALL HDT,FODGÆNGERE ÅDT,FODGÆNGERE HDT,LADCYKLER %,TUNG TRAFIK %
31,Lyngbyvej,Motorvejen,2015,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,47,48,55,57,69,48,43,37,60,32,29,30,555,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,A: LET TRAFIK I ALT,Kommunegrænsen,5470,5168,3825,3432,3587,3867,3822,4925,5820,5386,5166,3928,54396,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,B: TUNG TRAFIK I ALT,Kommunegrænsen,95,85,117,108,86,81,89,72,63,43,39,32,910,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,BUSSER,Kommunegrænsen,8,26,17,9,6,6,10,8,21,12,16,14,153,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,CYK+KNALL,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,CYKLER + KNALLERTER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,KØRETØJER ,Kommunegrænsen,5565,5253,3942,3540,3673,3948,3911,4997,5883,5429,5205,3960,55306,12.556679854965623,55.71896950142807,64700,72500,0,0,0,0,,0.007521787871117058
31,Lyngbyvej,Motorvejen,2016,LADCYKLER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,LASTBILER,Kommunegrænsen,87,59,100,99,80,75,79,64,42,31,23,18,757,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,PERSONBILER + MC,Kommunegrænsen,4787,4593,3106,2701,2838,3075,3076,3936,5032,4907,4714,3590,46355,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,683,575,719,731,749,792,746,989,788,479,452,338,8041,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,A: LET TRAFIK I ALT,Kommunegrænsen,328,511,211,198,211,208,228,242,317,411,296,238,3399,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,B: TUNG TRAFIK I ALT,Kommunegrænsen,49,51,32,27,23,21,31,38,41,42,37,24,416,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,BUSSER,Kommunegrænsen,39,45,25,19,17,19,24,37,41,38,33,22,359,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,CYK+KNALL,Kommunegrænsen,899,948,293,162,150,197,172,279,587,745,645,356,5433,12.556679854965623,55.71896950142807,0,0,5600,6600,0,0,0.01067550156451316,
31,Lyngbyvej,Motorvejen,2016,CYKLER + KNALLERTER,Kommunegrænsen,891,935,287,161,149,193,170,275,578,739,644,353,5375,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,KØRETØJER ,Kommunegrænsen,377,562,243,225,234,229,259,280,358,453,333,262,3815,12.556679854965623,55.71896950142807,4500,5000,0,0,0,0,,0.109043250327654
31,Lyngbyvej,Motorvejen,2016,LADCYKLER,Kommunegrænsen,8,13,6,1,1,4,2,4,9,6,1,3,58,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,LASTBILER,Kommunegrænsen,10,6,7,8,6,2,7,1,0,4,4,2,57,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,PERSONBILER + MC,Kommunegrænsen,279,448,164,126,145,143,170,182,265,383,279,219,2803,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2016,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,49,63,47,72,66,65,58,60,52,28,17,19,596,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,A: LET TRAFIK I ALT,Kommunegrænsen,6139,5519,4083,3700,3748,3974,4121,5090,5748,6225,5240,3893,57480,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,B: TUNG TRAFIK I ALT,Kommunegrænsen,79,90,123,132,92,104,81,83,80,41,31,24,960,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,BUSSER,Kommunegrænsen,5,24,34,8,5,13,18,17,35,11,16,16,202,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,CYK+KNALL,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,CYKLER + KNALLERTER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,KØRETØJER ,Kommunegrænsen,6218,5609,4206,3832,3840,4078,4202,5173,5828,6266,5271,3917,58440,12.556679854965623,55.71896950142807,68400,76600,0,0,0,0,,0.0076659822039698835
31,Lyngbyvej,Motorvejen,2017,LADCYKLER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,LASTBILER,Kommunegrænsen,74,66,89,124,87,91,63,66,45,30,15,8,758,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,PERSONBILER + MC,Kommunegrænsen,5394,4939,3400,2865,2912,3168,3294,4151,5060,5691,4829,3552,49255,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,745,580,683,835,836,806,827,939,688,534,411,341,8225,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,A: LET TRAFIK I ALT,Kommunegrænsen,287,404,230,198,258,244,242,303,361,340,296,268,3431,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,B: TUNG TRAFIK I ALT,Kommunegrænsen,51,57,30,34,23,25,28,40,48,50,39,23,448,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,BUSSER,Kommunegrænsen,40,49,24,24,19,21,25,40,44,47,39,20,392,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,CYK+KNALL,Kommunegrænsen,986,1131,353,174,192,204,244,368,758,877,710,401,6398,12.556679854965623,55.71896950142807,0,0,6600,7800,0,0,0.008440137542982182,
31,Lyngbyvej,Motorvejen,2017,CYKLER + KNALLERTER,Kommunegrænsen,980,1121,349,174,192,202,243,364,747,869,706,397,6344,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,KØRETØJER ,Kommunegrænsen,338,461,260,232,281,269,270,343,409,390,335,291,3879,12.556679854965623,55.71896950142807,4500,5100,0,0,0,0,,0.11549368393915958
31,Lyngbyvej,Motorvejen,2017,LADCYKLER,Kommunegrænsen,6,10,4,0,0,2,1,4,11,8,4,4,54,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,LASTBILER,Kommunegrænsen,11,8,6,10,4,4,3,0,4,3,0,3,56,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,PERSONBILER + MC,Kommunegrænsen,234,344,164,125,186,164,178,222,302,306,272,249,2746,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2017,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,53,60,66,73,72,80,64,81,59,34,24,19,685,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2018,A: LET TRAFIK I ALT,Kommunegrænsen,7306,6538,4518,4282,4228,4323,4496,5712,6807,7057,6248,4324,65839,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2018,B: TUNG TRAFIK I ALT,Kommunegrænsen,188,208,234,212,223,220,258,201,148,75,49,32,2048,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2018,BUSSER,Kommunegrænsen,15,37,31,12,4,10,11,17,31,13,14,19,214,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2018,CYK+KNALL,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2018,CYKLER + KNALLERTER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2018,KØRETØJER ,Kommunegrænsen,7494,6746,4752,4494,4451,4543,4754,5913,6955,7132,6297,4356,67887,12.556679854965623,55.71896950142807,79400,88900,0,0,0,0,,0.03016777880890303
31,Lyngbyvej,Motorvejen,2018,LADCYKLER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2018,LASTBILER,Kommunegrænsen,173,171,203,200,219,210,247,184,117,62,35,13,1834,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2018,PERSONBILER + MC,Kommunegrænsen,6424,5869,3772,3363,3318,3431,3593,4682,6008,6497,5764,4029,56750,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2018,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,882,669,746,919,910,892,903,1030,799,560,484,295,9089,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2019,A: LET TRAFIK I ALT,Kommunegrænsen,7242,6941,4958,4101,4170,4428,4505,5575,6911,7361,6380,4455,67027,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2019,B: TUNG TRAFIK I ALT,Kommunegrænsen,172,213,259,261,231,260,237,236,160,106,68,52,2255,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2019,BUSSER,Kommunegrænsen,4,30,34,10,1,7,20,23,28,6,9,13,185,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2019,CYK+KNALL,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2019,CYKLER + KNALLERTER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2019,KØRETØJER ,Kommunegrænsen,7414,7154,5217,4362,4401,4688,4742,5811,7071,7467,6448,4507,69282,12.556679854965623,55.71896950142807,81100,90800,0,0,0,0,,0.03254813660113738
31,Lyngbyvej,Motorvejen,2019,LADCYKLER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2019,LASTBILER,Kommunegrænsen,168,183,225,251,230,253,217,213,132,100,59,39,2070,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2019,PERSONBILER + MC,Kommunegrænsen,6404,6224,4135,3225,3276,3581,3532,4602,6108,6795,5923,4090,57895,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2019,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,838,717,823,876,894,847,973,973,803,566,457,365,9132,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2020,A: LET TRAFIK I ALT,Kommunegrænsen,7093,6529,4730,4343,4354,4560,4804,5666,6905,7609,6481,4477,67551,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2020,B: TUNG TRAFIK I ALT,Kommunegrænsen,167,208,208,194,169,188,187,161,129,69,38,35,1753,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2020,BUSSER,Kommunegrænsen,1,29,19,4,1,5,9,7,27,8,6,17,133,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2020,CYK+KNALL,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2020,CYKLER + KNALLERTER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2020,KØRETØJER ,Kommunegrænsen,7260,6737,4938,4537,4523,4748,4991,5827,7034,7678,6519,4512,69304,12.556679854965623,55.71896950142807,81100,90800,0,0,0,0,,0.025294355304167147
31,Lyngbyvej,Motorvejen,2020,LADCYKLER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2020,LASTBILER,Kommunegrænsen,166,179,189,190,168,183,178,154,102,61,32,18,1620,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2020,PERSONBILER + MC,Kommunegrænsen,6258,5920,3928,3477,3480,3696,3893,4712,6179,7058,6027,4182,58810,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2020,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,835,609,802,866,874,864,911,954,726,551,454,295,8741,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2021,A: LET TRAFIK I ALT,Kommunegrænsen,6585,6277,4658,4230,4402,4635,4876,5916,6701,6696,6468,4505,65949,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2021,B: TUNG TRAFIK I ALT,Kommunegrænsen,202,240,267,262,255,281,272,220,179,70,58,31,2337,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2021,BUSSER,Kommunegrænsen,1,35,22,4,4,7,10,12,43,4,10,7,159,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2021,CYK+KNALL,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2021,CYKLER + KNALLERTER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2021,KØRETØJER ,Kommunegrænsen,6787,6517,4925,4492,4657,4916,5148,6136,6880,6766,6526,4536,68286,12.556679854965623,55.71896950142807,79900,89500,0,0,0,0,,0.034223706176961605
31,Lyngbyvej,Motorvejen,2021,LADCYKLER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2021,LASTBILER,Kommunegrænsen,201,205,245,258,251,274,262,208,136,66,48,24,2178,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2021,PERSONBILER + MC,Kommunegrænsen,5741,5615,3861,3340,3538,3769,3918,4984,5926,6179,6019,4209,57099,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2021,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,844,662,797,890,864,866,958,932,775,517,449,296,8850,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2022,A: LET TRAFIK I ALT,Kommunegrænsen,6894,5774,4627,4104,4143,4532,4610,5616,6724,7298,6551,4618,65491,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2022,B: TUNG TRAFIK I ALT,Kommunegrænsen,183,215,236,267,207,202,241,206,158,89,47,34,2085,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2022,BUSSER,Kommunegrænsen,7,32,30,16,3,8,12,14,33,16,16,10,197,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2022,CYK+KNALL,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2022,CYKLER + KNALLERTER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2022,KØRETØJER ,Kommunegrænsen,7077,5989,4863,4371,4350,4734,4851,5822,6882,7387,6598,4652,67576,12.556679854965623,55.71896950142807,79100,88500,0,0,0,0,,0.030854149402154613
31,Lyngbyvej,Motorvejen,2022,LADCYKLER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2022,LASTBILER,Kommunegrænsen,176,183,206,251,204,194,229,192,125,73,31,24,1888,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2022,PERSONBILER + MC,Kommunegrænsen,6039,5173,3868,3352,3383,3757,3672,4646,5989,6830,6194,4347,57250,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2022,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,855,601,759,752,760,775,938,970,735,468,357,271,8241,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2023,A: LET TRAFIK I ALT,Kommunegrænsen,6728,6560,4571,4033,3992,4163,4472,5380,6161,6698,5818,4099,62675,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2023,B: TUNG TRAFIK I ALT,Kommunegrænsen,167,195,257,255,231,250,243,192,169,90,59,29,2137,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2023,BUSSER,Kommunegrænsen,4,29,21,8,5,5,4,13,35,12,10,9,155,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2023,CYK+KNALL,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2023,CYKLER + KNALLERTER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2023,KØRETØJER ,Kommunegrænsen,6895,6755,4828,4288,4223,4413,4715,5572,6330,6788,5877,4128,64812,12.556679854965623,55.71896950142807,75800,84900,0,0,0,0,,0.032972289082268715
31,Lyngbyvej,Motorvejen,2023,LADCYKLER,Kommunegrænsen,0,0,0,0,0,0,0,0,0,0,0,0,0,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2023,LASTBILER,Kommunegrænsen,163,166,236,247,226,245,239,179,134,78,49,20,1982,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2023,PERSONBILER + MC,Kommunegrænsen,5912,5948,3815,3206,3150,3365,3574,4444,5502,6239,5472,3829,54456,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
31,Lyngbyvej,Motorvejen,2023,"VAREVOGNE (MAX. 3,5 T)",Kommunegrænsen,816,612,756,827,842,798,898,936,659,459,346,270,8219,12.556679854965623,55.71896950142807,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2013,A: LET TRAFIK I ALT,Andre faste tællinger,2574,2525,1948,1706,1744,1845,1851,2203,2442,2466,2314,1831,25449,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2013,B: TUNG TRAFIK I ALT,Andre faste tællinger,89,85,81,68,70,67,68,75,76,62,58,36,835,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2013,BUSSER,Andre faste tællinger,49,55,35,22,29,27,29,46,54,48,47,30,471,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2013,CYK+KNALL,Andre faste tællinger,894,1701,684,316,259,306,332,444,824,1109,987,661,8517,12.562227745479044,55.7019629765,0,0,8800,10400,0,0,0.012445696841610896,
32,Nørre Allé,syd for Universitetsparken,2013,CYKLER + KNALLERTER,Andre faste tællinger,890,1683,676,314,256,299,330,437,801,1090,979,656,8411,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2013,KØRETØJER ,Andre faste tællinger,2663,2610,2029,1774,1814,1912,1919,2278,2518,2528,2372,1867,26284,12.562227745479044,55.7019629765,30800,34400,0,0,0,0,,0.031768376198447724
32,Nørre Allé,syd for Universitetsparken,2013,LADCYKLER,Andre faste tællinger,4,18,8,2,3,7,2,7,23,19,8,5,106,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2013,LASTBILER,Andre faste tællinger,40,30,46,46,41,40,39,29,22,14,11,6,364,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2013,PERSONBILER + MC,Andre faste tællinger,2230,2237,1604,1346,1355,1457,1491,1810,2119,2242,2117,1672,21680,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2013,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,344,288,344,360,389,388,360,393,323,224,197,159,3769,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2016,A: LET TRAFIK I ALT,Andre faste tællinger,2390,2210,1742,1649,1681,1708,1746,2051,2358,2398,2200,1709,23842,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2016,B: TUNG TRAFIK I ALT,Andre faste tællinger,79,90,79,65,64,65,68,66,58,57,50,26,767,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2016,BUSSER,Andre faste tællinger,41,54,30,21,26,25,32,50,51,46,43,24,443,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2016,CYK+KNALL,Andre faste tællinger,898,1499,674,376,360,351,399,511,842,1071,909,641,8531,12.562227745479044,55.7019629765,0,0,8800,10400,0,0,0.01629351775876216,
32,Nørre Allé,syd for Universitetsparken,2016,CYKLER + KNALLERTER,Andre faste tællinger,884,1480,666,371,352,342,389,496,831,1055,889,637,8392,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2016,KØRETØJER ,Andre faste tællinger,2469,2300,1821,1714,1745,1773,1814,2117,2416,2455,2250,1735,24609,12.562227745479044,55.7019629765,28800,32200,0,0,0,0,,0.03116745905969361
32,Nørre Allé,syd for Universitetsparken,2016,LADCYKLER,Andre faste tællinger,14,19,8,5,8,9,10,15,11,16,20,4,139,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2016,LASTBILER,Andre faste tællinger,38,36,49,44,38,40,36,16,7,11,7,2,324,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2016,PERSONBILER + MC,Andre faste tællinger,2123,1948,1421,1274,1319,1375,1396,1701,2056,2182,2030,1565,20390,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2016,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,267,262,321,375,362,333,350,350,302,216,170,144,3452,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2018,A: LET TRAFIK I ALT,Andre faste tællinger,2288,2209,1693,1530,1582,1634,1623,1882,2355,2306,2024,1517,22643,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2018,B: TUNG TRAFIK I ALT,Andre faste tællinger,81,87,74,58,55,56,58,68,69,57,47,31,741,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2018,BUSSER,Andre faste tællinger,50,62,37,25,25,27,33,49,57,56,43,28,492,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2018,CYK+KNALL,Andre faste tællinger,931,1610,764,392,333,447,406,574,910,1288,975,693,9323,12.562227745479044,55.7019629765,0,0,9600,11400,0,0,0.01673281132682613,
32,Nørre Allé,syd for Universitetsparken,2018,CYKLER + KNALLERTER,Andre faste tællinger,922,1590,750,386,323,431,399,563,894,1265,963,681,9167,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2018,KØRETØJER ,Andre faste tællinger,2369,2296,1767,1588,1637,1690,1681,1950,2424,2363,2071,1548,23384,12.562227745479044,55.7019629765,27400,30600,0,0,0,0,,0.031688333903523776
32,Nørre Allé,syd for Universitetsparken,2018,LADCYKLER,Andre faste tællinger,9,20,14,6,10,16,7,11,16,23,12,12,156,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2018,LASTBILER,Andre faste tællinger,31,25,37,33,30,29,25,19,12,1,4,3,249,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2018,PERSONBILER + MC,Andre faste tællinger,2006,1983,1376,1186,1207,1307,1304,1544,2098,2109,1867,1409,19396,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
32,Nørre Allé,syd for Universitetsparken,2018,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,282,226,317,344,375,327,319,338,257,197,157,108,3247,12.562227745479044,55.7019629765,0,0,0,0,0,0,,
