TS,VEJNAVN,ÅR,KATEGORI,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19
4,CHRISTIAN IV's BRO,2020,"LASTBILER, 3 aksler",0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2020,"LASTBILER, 4 - flere aksler",0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2020,MOTORCYKLER,3,6,4,3,1,2,4,11,20,15,10,8
4,CHRISTIAN IV's BRO,2020,PERSONBILER,902,949,642,577,596,588,588,800,1068,1093,962,623
4,CHRISTIAN IV's BRO,2020,"VAREVOGNE (MAX. 3,5 T)",226,160,213,224,221,220,204,254,176,138,114,58
4,CHRISTIAN IV's BRO,2021,A+B: KØRETØJER I ALT,1253,1248,952,802,795,836,933,1116,1168,1342,1012,688
4,CHRISTIAN IV's BRO,2021,A: LET TRAFIK I ALT,1249,1245,950,801,794,833,933,1114,1168,1340,1012,688
4,CHRISTIAN IV's BRO,2021,ANDRE BUSSER,0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2021,B: TUNG TRAFIK I ALT,4,3,2,1,1,3,0,2,0,2,0,0
4,CHRISTIAN IV's BRO,2021,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2021,CYKLER + KNALLERTER,627,1305,495,237,234,225,334,375,606,939,814,497
4,CHRISTIAN IV's BRO,2021,CYKLER + KNALLERTER I ALT,643,1355,524,243,245,232,348,391,635,963,820,503
4,CHRISTIAN IV's BRO,2021,LADCYKLER,16,50,29,6,11,7,14,16,29,24,6,6
4,CHRISTIAN IV's BRO,2021,"LASTBILER, 2 aksler",4,3,2,1,1,3,0,2,0,2,0,0
4,CHRISTIAN IV's BRO,2021,"LASTBILER, 3 aksler",0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2021,"LASTBILER, 4 - flere aksler",0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2021,MOTORCYKLER,9,9,7,5,5,5,4,12,15,9,15,7
4,CHRISTIAN IV's BRO,2021,PERSONBILER,945,1004,733,582,566,617,721,835,968,1182,910,623
4,CHRISTIAN IV's BRO,2021,"VAREVOGNE (MAX. 3,5 T)",295,232,210,214,223,211,208,267,185,149,87,58
4,CHRISTIAN IV's BRO,2023,A+B: KØRETØJER I ALT,982,1020,723,665,647,774,784,967,1086,1194,981,627
4,CHRISTIAN IV's BRO,2023,A: LET TRAFIK I ALT,973,1017,722,665,644,767,783,965,1084,1194,980,626
4,CHRISTIAN IV's BRO,2023,ANDRE BUSSER,0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2023,B: TUNG TRAFIK I ALT,9,3,1,0,3,7,1,2,2,0,1,1
4,CHRISTIAN IV's BRO,2023,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2023,CYKLER + KNALLERTER,709,1673,650,415,444,428,379,538,927,1419,1116,676
4,CHRISTIAN IV's BRO,2023,CYKLER + KNALLERTER I ALT,737,1758,685,432,461,452,393,567,974,1461,1143,690
4,CHRISTIAN IV's BRO,2023,LADCYKLER,28,85,35,17,17,24,14,29,47,42,27,14
4,CHRISTIAN IV's BRO,2023,"LASTBILER, 2 aksler",9,3,1,0,3,7,1,2,2,0,1,1
4,CHRISTIAN IV's BRO,2023,"LASTBILER, 3 aksler",0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2023,"LASTBILER, 4 - flere aksler",0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2023,MOTORCYKLER,9,5,5,5,2,4,4,6,12,12,7,7
4,CHRISTIAN IV's BRO,2023,PERSONBILER,757,874,539,503,480,595,586,748,913,1087,913,564
4,CHRISTIAN IV's BRO,2023,"VAREVOGNE (MAX. 3,5 T)",207,138,178,157,162,168,193,211,159,95,60,55
4,CHRISTIAN IV's BRO,2014,A+B: KØRETØJER I ALT,1265,1307,981,831,798,919,906,1093,1210,1186,1100,839
4,CHRISTIAN IV's BRO,2014,A: LET TRAFIK I ALT,1263,1303,981,829,798,917,902,1090,1210,1186,1099,839
4,CHRISTIAN IV's BRO,2014,ANDRE BUSSER,0,1,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2014,B: TUNG TRAFIK I ALT,2,4,0,2,0,2,4,3,0,0,1,0
4,CHRISTIAN IV's BRO,2014,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2014,CYKLER + KNALLERTER,188,411,178,78,87,114,105,128,155,365,268,124
4,CHRISTIAN IV's BRO,2014,CYKLER + KNALLERTER I ALT,193,417,180,78,91,117,108,128,156,369,269,127
4,CHRISTIAN IV's BRO,2014,LADCYKLER,5,6,2,0,4,3,3,0,1,4,1,3
4,CHRISTIAN IV's BRO,2014,"LASTBILER, 2 aksler",2,3,0,2,0,2,4,3,0,0,0,0
4,CHRISTIAN IV's BRO,2014,"LASTBILER, 3 AKSLER",0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2014,"LASTBILER, 4 - flere aksler",0,0,0,0,0,0,0,0,0,0,1,0
4,CHRISTIAN IV's BRO,2014,MOTORCYKLER,14,17,9,7,1,2,4,10,19,14,12,8
4,CHRISTIAN IV's BRO,2014,PERSONBILER,964,1063,719,572,584,671,653,815,963,1030,961,736
4,CHRISTIAN IV's BRO,2014,"VAREVOGNE (MAX. 3,5 T)",285,223,253,250,213,244,245,265,228,142,126,95
4,CHRISTIAN IV's BRO,2015,A+B: KØRETØJER I ALT,1106,1191,879,863,787,871,895,956,1084,1147,1030,803
4,CHRISTIAN IV's BRO,2015,A: LET TRAFIK I ALT,1103,1190,879,861,786,867,894,954,1083,1147,1030,793
4,CHRISTIAN IV's BRO,2015,ANDRE BUSSER,0,0,0,0,0,0,0,0,1,0,0,0
4,CHRISTIAN IV's BRO,2015,B: TUNG TRAFIK I ALT,3,1,0,2,1,4,1,2,1,0,0,10
4,CHRISTIAN IV's BRO,2015,BUSSER I FAST RUTE,0,0,0,0,0,1,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2015,CYKLER + KNALLERTER,179,412,167,111,127,120,134,147,215,301,253,155
4,CHRISTIAN IV's BRO,2015,CYKLER + KNALLERTER I ALT,179,423,175,114,130,123,137,152,222,302,256,155
4,CHRISTIAN IV's BRO,2015,LADCYKLER,0,11,8,3,3,3,3,5,7,1,3,0
4,CHRISTIAN IV's BRO,2015,"LASTBILER, 2 aksler",3,1,0,2,1,3,1,2,0,0,0,6
4,CHRISTIAN IV's BRO,2015,"LASTBILER, 3 AKSLER",0,0,0,0,0,0,0,0,0,0,0,1
4,CHRISTIAN IV's BRO,2015,"LASTBILER, 4 - flere aksler",0,0,0,0,0,0,0,0,0,0,0,3
4,CHRISTIAN IV's BRO,2015,MOTORCYKLER,5,8,4,6,3,3,11,8,3,5,5,2
4,CHRISTIAN IV's BRO,2015,PERSONBILER,849,975,680,626,553,667,690,686,880,1016,903,703
4,CHRISTIAN IV's BRO,2015,"VAREVOGNE (MAX. 3,5 T)",249,207,195,229,230,197,193,260,200,126,122,88
4,CHRISTIAN IV's BRO,2013,A+B: KØRETØJER I ALT,1269,1365,1140,1036,1031,1023,1002,1191,1240,1340,1133,840
4,CHRISTIAN IV's BRO,2013,A: LET TRAFIK I ALT,1267,1364,1137,1035,1030,1021,999,1190,1237,1338,1130,839
4,CHRISTIAN IV's BRO,2013,ANDRE BUSSER,0,0,0,1,0,0,0,0,0,0,3,1
4,CHRISTIAN IV's BRO,2013,B: TUNG TRAFIK I ALT,2,1,3,1,1,2,3,1,3,2,3,1
4,CHRISTIAN IV's BRO,2013,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2013,CYKLER + KNALLERTER,216,569,208,134,165,109,114,176,283,483,303,201
4,CHRISTIAN IV's BRO,2013,CYKLER + KNALLERTER I ALT,217,576,211,137,166,111,117,177,284,488,307,203
4,CHRISTIAN IV's BRO,2013,LADCYKLER,1,7,3,3,1,2,3,1,1,5,4,2
4,CHRISTIAN IV's BRO,2013,"LASTBILER, 2 aksler",2,1,3,0,1,2,3,1,3,1,0,0
4,CHRISTIAN IV's BRO,2013,"LASTBILER, 3 AKSLER",0,0,0,0,0,0,0,0,0,1,0,0
4,CHRISTIAN IV's BRO,2013,"LASTBILER, 4 - flere aksler",0,0,0,0,0,0,0,0,0,0,0,0
4,CHRISTIAN IV's BRO,2013,MOTORCYKLER,10,14,7,5,5,1,8,6,14,14,12,7
4,CHRISTIAN IV's BRO,2013,PERSONBILER,986,1143,869,764,779,802,753,874,1030,1161,1006,742
4,CHRISTIAN IV's BRO,2013,"VAREVOGNE (MAX. 3,5 T)",271,207,261,266,246,218,238,310,193,163,112,90
5,DRONNING LOUISES BRO,2016,A+B: KØRETØJER I ALT,343,513,411,418,384,407,419,425,448,430,400,363
5,DRONNING LOUISES BRO,2016,A: LET TRAFIK I ALT,282,443,340,350,327,343,359,364,389,393,352,327
5,DRONNING LOUISES BRO,2016,B: TUNG TRAFIK I ALT,61,70,71,68,57,64,60,61,59,37,48,36
5,DRONNING LOUISES BRO,2016,BUSSER,53,62,61,56,53,54,53,57,57,36,47,34
5,DRONNING LOUISES BRO,2016,Cykler,2283,4525,2571,1706,1887,2295,2155,2584,3819,4932,5358,4558
5,DRONNING LOUISES BRO,2016,Knallerter,5,8,8,6,8,11,9,13,7,3,2,3
5,DRONNING LOUISES BRO,2016,"LASTBILER, 4 - flere aksler",2,0,4,0,1,1,0,0,1,1,0,1
5,DRONNING LOUISES BRO,2016,"LASTBILER, 2-3 aksler",6,8,6,12,3,9,7,4,1,0,1,1
5,DRONNING LOUISES BRO,2016,Ladcykler,49,134,71,36,48,48,55,88,110,117,96,70
5,DRONNING LOUISES BRO,2016,PERSONBILER + MC,195,343,251,226,206,243,257,263,295,329,300,297
5,DRONNING LOUISES BRO,2016,"VAREVOGNE (MAX. 3,5 T)",87,100,89,124,121,100,102,101,94,64,52,30
5,DRONNING LOUISES BRO,2017,A+B: KØRETØJER I ALT,323,473,415,359,410,351,391,425,455,462,465,494
5,DRONNING LOUISES BRO,2017,A: LET TRAFIK I ALT,266,410,338,301,350,297,336,378,407,412,419,457
5,DRONNING LOUISES BRO,2017,B: TUNG TRAFIK I ALT,57,63,77,58,60,54,55,47,48,50,46,37
5,DRONNING LOUISES BRO,2017,BUSSER,46,48,63,48,46,48,51,44,46,49,46,37
5,DRONNING LOUISES BRO,2017,Cykler,1719,3788,1842,1361,1316,1404,1441,1861,2705,3495,2976,2237
5,DRONNING LOUISES BRO,2017,Knallerter,6,5,2,3,8,7,6,3,12,5,3,7
5,DRONNING LOUISES BRO,2017,"LASTBILER, 4 - flere aksler",4,2,1,1,0,0,2,0,2,0,0,0
5,DRONNING LOUISES BRO,2017,"LASTBILER, 2-3 aksler",7,13,13,9,14,6,2,3,0,1,0,0
5,DRONNING LOUISES BRO,2017,Ladcykler,68,116,50,46,55,34,62,74,107,104,35,39
5,DRONNING LOUISES BRO,2017,PERSONBILER + MC,203,312,263,205,240,202,243,302,320,334,351,400
5,DRONNING LOUISES BRO,2017,"VAREVOGNE (MAX. 3,5 T)",63,98,75,96,110,95,93,76,87,78,68,57
5,DRONNING LOUISES BRO,2018,A+B: KØRETØJER I ALT,318,394,331,343,398,375,388,425,384,345,351,307
5,DRONNING LOUISES BRO,2018,A: LET TRAFIK I ALT,255,336,270,285,343,320,331,375,337,293,301,268
5,DRONNING LOUISES BRO,2018,B: TUNG TRAFIK I ALT,63,58,61,58,55,55,57,50,47,52,50,39
5,DRONNING LOUISES BRO,2018,BUSSER,48,50,50,46,43,42,48,46,46,50,49,37
5,DRONNING LOUISES BRO,2018,Cykler,2227,4741,2357,1557,1626,1907,1760,2237,3501,4259,4001,2870
5,DRONNING LOUISES BRO,2018,Knallerter,6,5,7,8,10,8,14,5,13,8,7,13
5,DRONNING LOUISES BRO,2018,"LASTBILER, 4 - flere aksler",3,3,2,1,2,3,2,1,0,1,1,1
5,DRONNING LOUISES BRO,2018,"LASTBILER, 2-3 aksler",12,5,9,11,10,10,7,3,1,1,0,1
5,DRONNING LOUISES BRO,2018,Ladcykler,106,166,76,88,49,69,69,76,153,135,121,53
5,DRONNING LOUISES BRO,2018,PERSONBILER + MC,179,263,185,188,223,218,216,264,262,247,256,240
5,DRONNING LOUISES BRO,2018,"VAREVOGNE (MAX. 3,5 T)",76,73,85,97,120,102,115,111,75,46,45,28
5,DRONNING LOUISES BRO,2019,A+B: KØRETØJER I ALT,294,430,332,345,360,336,361,378,406,384,370,278
5,DRONNING LOUISES BRO,2019,A: LET TRAFIK I ALT,236,367,273,281,307,282,309,329,355,336,326,240
5,DRONNING LOUISES BRO,2019,B: TUNG TRAFIK I ALT,58,63,59,64,53,54,52,49,51,48,44,38
5,DRONNING LOUISES BRO,2019,BUSSER,45,53,48,49,42,45,48,45,50,45,41,38
5,DRONNING LOUISES BRO,2019,CYKLER + KNALLERTER,2406,4851,2535,1687,1502,1778,1732,2266,3443,4255,3843,2935
5,DRONNING LOUISES BRO,2019,EL-LØBEHJUL O.L.,21,38,26,37,33,34,33,39,45,60,61,60
5,DRONNING LOUISES BRO,2019,"LASTBILER, 4 - flere aksler",1,4,2,3,2,1,1,0,0,2,1,0
5,DRONNING LOUISES BRO,2019,"LASTBILER, 2-3 aksler",12,6,9,12,9,8,3,4,1,1,2,0
5,DRONNING LOUISES BRO,2019,Ladcykler,107,169,100,68,80,70,79,72,151,161,124,55
5,DRONNING LOUISES BRO,2019,PERSONBILER + MC,182,303,206,184,198,200,233,256,286,289,288,222
5,DRONNING LOUISES BRO,2019,"VAREVOGNE (MAX. 3,5 T)",54,64,67,97,109,82,76,73,69,47,38,18
5,DRONNING LOUISES BRO,2020,A+B: KØRETØJER I ALT,309,329,282,277,344,320,370,389,382,342,281,307
5,DRONNING LOUISES BRO,2020,A: LET TRAFIK I ALT,251,276,228,230,297,277,322,347,337,301,244,273
5,DRONNING LOUISES BRO,2020,B: TUNG TRAFIK I ALT,58,53,54,47,47,43,48,42,45,41,37,34
5,DRONNING LOUISES BRO,2020,BUSSER,40,38,42,38,35,36,37,38,42,39,35,32
5,DRONNING LOUISES BRO,2020,CYKLER + KNALLERTER,1924,3355,2052,1509,1621,1802,1871,2249,3354,4017,3658,2738
5,DRONNING LOUISES BRO,2020,EL-LØBEHJUL O.L.,16,23,29,20,23,35,27,56,46,50,51,62
5,DRONNING LOUISES BRO,2020,"LASTBILER, 4 - flere aksler",2,1,0,0,0,1,0,0,2,0,0,0
5,DRONNING LOUISES BRO,2020,"LASTBILER, 2-3 aksler",16,14,12,9,12,6,11,4,1,2,2,2
5,DRONNING LOUISES BRO,2020,Ladcykler,98,172,76,51,67,54,91,115,145,149,81,65
5,DRONNING LOUISES BRO,2020,PERSONBILER + MC,180,208,148,148,191,194,232,268,260,273,217,241
5,DRONNING LOUISES BRO,2020,"VAREVOGNE (MAX. 3,5 T)",71,68,80,82,106,83,90,79,77,28,27,32
5,DRONNING LOUISES BRO,2021,A+B: KØRETØJER I ALT,285,435,321,293,357,347,369,409,371,413,327,322
5,DRONNING LOUISES BRO,2021,A: LET TRAFIK I ALT,239,389,267,245,313,302,324,362,331,373,290,286
5,DRONNING LOUISES BRO,2021,B: TUNG TRAFIK I ALT,46,46,54,48,44,45,45,47,40,40,37,36
5,DRONNING LOUISES BRO,2021,BUSSER,35,40,41,40,37,37,35,40,38,38,35,35
5,DRONNING LOUISES BRO,2021,CYKLER + KNALLERTER,2256,4691,2221,1541,1586,1895,1874,2389,3558,4371,4003,2894
5,DRONNING LOUISES BRO,2021,EL-LØBEHJUL O.L.,13,11,10,7,4,2,14,21,20,11,7,12
5,DRONNING LOUISES BRO,2021,"LASTBILER, 4 - flere aksler",1,2,1,0,0,0,0,0,1,0,0,0
5,DRONNING LOUISES BRO,2021,"LASTBILER, 2-3 aksler",10,4,12,8,7,8,10,7,1,2,2,1
5,DRONNING LOUISES BRO,2021,Ladcykler,120,216,76,60,75,99,83,115,196,181,155,104
5,DRONNING LOUISES BRO,2021,PERSONBILER + MC,176,294,191,151,211,215,232,279,279,321,252,259
5,DRONNING LOUISES BRO,2021,"VAREVOGNE (MAX. 3,5 T)",63,95,76,94,102,87,92,83,52,52,38,27
5,DRONNING LOUISES BRO,2023,A+B: KØRETØJER I ALT,222,299,224,250,308,261,285,310,336,334,226,243
5,DRONNING LOUISES BRO,2023,A: LET TRAFIK I ALT,178,248,173,201,256,222,238,267,288,294,193,213
5,DRONNING LOUISES BRO,2023,B: TUNG TRAFIK I ALT,44,51,51,49,52,39,47,43,48,40,33,30
5,DRONNING LOUISES BRO,2023,BUSSER,37,42,35,37,41,38,36,40,36,37,33,30
5,DRONNING LOUISES BRO,2023,CYKLER + KNALLERTER,2376,4819,2317,1375,1558,1931,1850,2222,3413,4306,3399,2624
5,DRONNING LOUISES BRO,2023,Knallerter,7,9,9,10,15,9,33,23,20,15,20,19
5,DRONNING LOUISES BRO,2023,"LASTBILER, 4 - flere aksler",0,0,2,4,4,0,2,0,4,2,0,0
5,DRONNING LOUISES BRO,2023,"LASTBILER, 2-3 aksler",7,9,14,8,7,1,9,3,8,1,0,0
5,DRONNING LOUISES BRO,2023,Ladcykler,124,266,120,94,77,90,115,142,267,202,144,88
5,DRONNING LOUISES BRO,2023,PERSONBILER + MC,133,188,122,135,171,155,178,212,248,240,167,193
5,DRONNING LOUISES BRO,2023,"VAREVOGNE (MAX. 3,5 T)",45,60,51,66,85,67,60,55,40,54,26,20
5,DRONNING LOUISES BRO,2014,A+B: KØRETØJER I ALT,372,476,409,457,418,444,494,483,449,404,357,360
5,DRONNING LOUISES BRO,2014,A: LET TRAFIK I ALT,312,398,335,394,344,387,434,416,391,349,304,321
5,DRONNING LOUISES BRO,2014,B: TUNG TRAFIK I ALT,60,78,74,63,74,57,60,67,58,55,53,39
5,DRONNING LOUISES BRO,2014,BUSSER,55,60,55,48,51,49,50,57,53,55,53,39
5,DRONNING LOUISES BRO,2014,"LASTBILER, 4 - flere aksler",0,2,2,2,4,0,4,2,1,0,0,0
5,DRONNING LOUISES BRO,2014,"LASTBILER, 2-3 AKSLER",5,16,17,13,19,8,6,8,4,0,0,0
5,DRONNING LOUISES BRO,2014,PERSONBILER + MC,217,290,242,234,203,272,299,303,309,300,263,284
5,DRONNING LOUISES BRO,2014,"VAREVOGNE (MAX. 3,5 T)",95,108,93,160,141,115,135,113,82,49,41,37
5,DRONNING LOUISES BRO,2015,A+B: KØRETØJER I ALT,373,534,422,333,335,395,446,473,469,418,379,346
5,DRONNING LOUISES BRO,2015,A: LET TRAFIK I ALT,306,456,360,274,280,329,389,408,411,362,331,306
5,DRONNING LOUISES BRO,2015,B: TUNG TRAFIK I ALT,67,78,62,59,55,66,57,65,58,56,48,40
5,DRONNING LOUISES BRO,2015,BUSSER,57,62,52,48,43,52,48,56,57,55,47,40
5,DRONNING LOUISES BRO,2015,"LASTBILER, 4 - flere aksler",3,1,2,0,5,3,1,2,0,1,1,0
5,DRONNING LOUISES BRO,2015,"LASTBILER, 2-3 AKSLER",7,15,8,11,7,11,8,7,1,0,0,0
5,DRONNING LOUISES BRO,2015,PERSONBILER + MC,242,341,258,189,192,225,279,297,334,307,300,259
5,DRONNING LOUISES BRO,2015,"VAREVOGNE (MAX. 3,5 T)",64,115,102,85,88,104,110,111,77,55,31,47
6,KAMPMANNSGADE ud for søerne,2016,A+B: KØRETØJER I ALT,398,656,380,284,304,292,346,337,490,465,342,264
6,KAMPMANNSGADE ud for søerne,2016,A: LET TRAFIK I ALT,383,643,364,271,292,277,336,323,479,456,333,256
6,KAMPMANNSGADE ud for søerne,2016,ANDRE BUSSER,1,0,1,1,0,1,0,1,1,1,1,0
6,KAMPMANNSGADE ud for søerne,2016,B: TUNG TRAFIK I ALT,15,13,16,13,12,15,10,14,11,9,9,8
6,KAMPMANNSGADE ud for søerne,2016,BUSSER I FAST RUTE,9,8,7,8,8,9,7,9,9,8,8,7
6,KAMPMANNSGADE ud for søerne,2016,CYKLER + KNALLERTER,993,1582,582,359,304,413,387,552,829,1206,970,545
6,KAMPMANNSGADE ud for søerne,2016,CYKLER + KNALLERTER I ALT,1007,1611,593,365,309,421,390,561,847,1226,988,552
6,KAMPMANNSGADE ud for søerne,2016,LADCYKLER,14,29,11,6,5,8,3,9,18,20,18,7
6,KAMPMANNSGADE ud for søerne,2016,"LASTBILER, 2 aksler",4,3,5,4,4,3,2,3,0,0,0,1
6,KAMPMANNSGADE ud for søerne,2016,"LASTBILER, 3 aksler",1,1,3,0,0,2,1,1,0,0,0,0
6,KAMPMANNSGADE ud for søerne,2016,"LASTBILER, 4 - flere aksler",0,1,0,0,0,0,0,0,1,0,0,0
6,KAMPMANNSGADE ud for søerne,2016,MOTORCYKLER,4,10,6,3,3,3,5,7,13,12,5,6
6,KAMPMANNSGADE ud for søerne,2016,PERSONBILER,326,561,295,195,185,214,273,242,395,407,311,234
6,KAMPMANNSGADE ud for søerne,2016,"VAREVOGNE (MAX. 3,5 T)",53,72,63,73,104,60,58,74,71,37,17,16
6,KAMPMANNSGADE ud for søerne,2017,A+B: KØRETØJER I ALT,529,747,483,403,381,376,452,493,528,623,495,359
6,KAMPMANNSGADE ud for søerne,2017,A: LET TRAFIK I ALT,516,733,466,380,363,361,434,474,517,615,487,349
6,KAMPMANNSGADE ud for søerne,2017,ANDRE BUSSER,0,0,0,1,1,1,2,1,0,0,0,1
6,KAMPMANNSGADE ud for søerne,2017,B: TUNG TRAFIK I ALT,13,14,17,23,18,15,18,19,11,8,8,10
6,KAMPMANNSGADE ud for søerne,2017,BUSSER I FAST RUTE,8,8,8,8,8,9,8,7,8,8,6,9
6,KAMPMANNSGADE ud for søerne,2017,CYKLER + KNALLERTER,826,1577,572,271,292,357,373,456,801,1112,870,580
6,KAMPMANNSGADE ud for søerne,2017,CYKLER + KNALLERTER I ALT,840,1606,588,277,298,364,379,470,828,1129,882,591
6,KAMPMANNSGADE ud for søerne,2017,LADCYKLER,14,29,16,6,6,7,6,14,27,17,12,11
6,KAMPMANNSGADE ud for søerne,2017,"LASTBILER, 2 aksler",1,6,6,8,6,2,3,10,2,0,1,0
6,KAMPMANNSGADE ud for søerne,2017,"LASTBILER, 3 aksler",3,0,3,3,1,1,2,0,0,0,0,0
6,KAMPMANNSGADE ud for søerne,2017,"LASTBILER, 4 - flere aksler",1,0,0,3,2,2,3,1,1,0,1,0
6,KAMPMANNSGADE ud for søerne,2017,MOTORCYKLER,4,11,6,8,3,1,7,4,6,9,2,4
6,KAMPMANNSGADE ud for søerne,2017,PERSONBILER,419,625,360,259,262,268,321,339,414,532,439,303
6,KAMPMANNSGADE ud for søerne,2017,"VAREVOGNE (MAX. 3,5 T)",93,97,100,113,98,92,106,131,97,74,46,42
6,KAMPMANNSGADE ud for søerne,2018,A+B: KØRETØJER I ALT,425,632,373,304,278,282,281,336,452,593,399,263
6,KAMPMANNSGADE ud for søerne,2018,A: LET TRAFIK I ALT,403,618,351,282,265,271,270,323,442,584,391,256
6,KAMPMANNSGADE ud for søerne,2018,ANDRE BUSSER,5,3,1,1,0,1,1,1,0,0,0,0
6,KAMPMANNSGADE ud for søerne,2018,B: TUNG TRAFIK I ALT,22,14,22,22,13,11,11,13,10,9,8,7
6,KAMPMANNSGADE ud for søerne,2018,BUSSER I FAST RUTE,10,7,10,8,8,8,8,8,9,7,8,7
6,KAMPMANNSGADE ud for søerne,2018,CYKLER + KNALLERTER,1003,1698,657,391,328,434,386,542,975,1320,991,640
6,KAMPMANNSGADE ud for søerne,2018,CYKLER + KNALLERTER I ALT,1023,1736,670,403,333,443,390,557,1004,1348,999,647
6,KAMPMANNSGADE ud for søerne,2018,LADCYKLER,20,38,13,12,5,9,4,15,29,28,8,7
6,KAMPMANNSGADE ud for søerne,2018,"LASTBILER, 2 aksler",5,2,9,9,5,1,1,3,1,2,0,0
6,KAMPMANNSGADE ud for søerne,2018,"LASTBILER, 3 aksler",2,2,1,2,0,0,1,1,0,0,0,0
6,KAMPMANNSGADE ud for søerne,2018,"LASTBILER, 4 - flere aksler",0,0,1,2,0,1,0,0,0,0,0,0
6,KAMPMANNSGADE ud for søerne,2018,MOTORCYKLER,6,8,3,3,1,3,8,6,8,9,2,5
6,KAMPMANNSGADE ud for søerne,2018,PERSONBILER,335,525,280,214,213,215,196,260,376,521,354,228
6,KAMPMANNSGADE ud for søerne,2018,"VAREVOGNE (MAX. 3,5 T)",62,85,68,65,51,53,66,57,58,54,35,23
6,KAMPMANNSGADE ud for søerne,2019,A+B: KØRETØJER I ALT,424,653,412,296,290,328,311,355,489,537,360,236
6,KAMPMANNSGADE ud for søerne,2019,A: LET TRAFIK I ALT,411,629,394,284,271,315,297,343,479,528,351,224
6,KAMPMANNSGADE ud for søerne,2019,ANDRE BUSSER,0,3,2,0,0,0,1,1,2,0,0,0
6,KAMPMANNSGADE ud for søerne,2019,B: TUNG TRAFIK I ALT,13,24,18,12,19,13,14,12,10,9,9,12
6,KAMPMANNSGADE ud for søerne,2019,BUSSER I FAST RUTE,6,7,12,8,9,8,8,8,6,6,9,10
6,KAMPMANNSGADE ud for søerne,2019,CYKLER + KNALLERTER,886,1502,544,293,307,349,342,482,825,1118,815,461
6,KAMPMANNSGADE ud for søerne,2019,CYKLER + KNALLERTER I ALT,904,1546,566,303,320,359,368,506,861,1148,846,476
6,KAMPMANNSGADE ud for søerne,2019,EL-LØBEHJUL O.L.,6,6,6,2,4,6,8,0,5,8,16,10
6,KAMPMANNSGADE ud for søerne,2019,LADCYKLER,12,38,16,8,9,4,18,24,31,22,15,5
6,KAMPMANNSGADE ud for søerne,2019,"LASTBILER, 2 aksler",3,7,0,3,6,3,4,3,2,1,0,2
6,KAMPMANNSGADE ud for søerne,2019,"LASTBILER, 3 aksler",1,4,4,0,3,2,1,0,0,0,0,0
6,KAMPMANNSGADE ud for søerne,2019,"LASTBILER, 4 - flere aksler",3,3,0,1,1,0,0,0,0,2,0,0
6,KAMPMANNSGADE ud for søerne,2019,PERSONBILER + MC,264,427,212,95,108,124,117,135,201,202,145,83
6,KAMPMANNSGADE ud for søerne,2019,PERSONBILER + MC,94,132,110,104,101,121,111,153,211,270,189,116
6,KAMPMANNSGADE ud for søerne,2019,"VAREVOGNE (MAX. 3,5 T)",53,70,72,85,62,70,69,55,67,56,17,25
6,KAMPMANNSGADE ud for søerne,2020,A+B: KØRETØJER I ALT,350,519,291,242,291,239,262,330,417,438,328,231
6,KAMPMANNSGADE ud for søerne,2020,A: LET TRAFIK I ALT,343,511,286,235,280,229,253,326,413,432,322,223
6,KAMPMANNSGADE ud for søerne,2020,ANDRE BUSSER,1,0,0,1,1,0,0,0,0,1,2,0
6,KAMPMANNSGADE ud for søerne,2020,B: TUNG TRAFIK I ALT,7,8,5,7,11,10,9,4,4,6,6,8
6,KAMPMANNSGADE ud for søerne,2020,BUSSER I FAST RUTE,4,4,4,3,5,4,6,4,4,4,4,4
6,KAMPMANNSGADE ud for søerne,2020,CYKLER + KNALLERTER,816,1422,522,298,291,332,365,482,826,1053,683,424
6,KAMPMANNSGADE ud for søerne,2020,CYKLER + KNALLERTER I ALT,842,1469,534,304,298,338,376,495,860,1083,702,430
