TS,ÅR,VEJNAVN,KATEGORI,TOTAL,HDT,ÅDT,TUNG %,LADCYKLER %
42,2015,STRANDBOULEVARDEN n.f. Classensgade,A+B: KØRETØJER I ALT,6676,8700.0,7800.0,0.0323547034152186,0.0
42,2015,STRANDBOULEVARDEN n.f. Classensgade,CYKLER + KNALLERTER I ALT,2949,3600.0,3000.0,0.0,0.0322143099355713
42,2016,STRANDBOULEVARDEN n.f. Classensgade,A+B: KØRETØJER I ALT,6589,8600.0,7700.0,0.0294430110790711,0.0
42,2016,STRANDBOULEVARDEN n.f. Classensgade,CYKLER + KNALLERTER I ALT,3295,4000.0,3400.0,0.0,0.034597875569044
42,2017,STRANDBOULEVARDEN n.f. Classensgade,A+B: KØRETØJER I ALT,6818,8900.0,8000.0,0.0262540334408917,0.0
42,2017,STRANDBOULEVARDEN n.f. Classensgade,CYKLER + KNALLERTER I ALT,3016,3700.0,3100.0,0.0,0.028183023872679
42,2018,STRANDBOULEVARDEN n.f. Classensgade,A+B: KØRETØJER I ALT,6751,8800.0,7900.0,0.0257739594134202,0.0
42,2018,STRANDBOULEVARDEN n.f. Classensgade,CYKLER + KNALLERTER I ALT,3125,3800.0,3200.0,0.0,0.0256
42,2019,STRANDBOULEVARDEN n.f. Classensgade,A+B: KØRETØJER I ALT,7154,9400.0,8400.0,0.0318702823595191,0.0
42,2019,STRANDBOULEVARDEN n.f. Classensgade,CYKLER + KNALLERTER I ALT,2780,3400.0,2900.0,0.0,0.024820143884892
42,2020,STRANDBOULEVARDEN n.f. Classensgade,A+B: KØRETØJER I ALT,6906,9000.0,8100.0,0.0237474659716188,0.0
42,2020,STRANDBOULEVARDEN n.f. Classensgade,CYKLER + KNALLERTER I ALT,2992,3700.0,3100.0,0.0,0.0304144385026737
42,2021,STRANDBOULEVARDEN n.f. Classensgade,A+B: KØRETØJER I ALT,11128,14600.0,13000.0,0.024802300503235,0.0
42,2021,STRANDBOULEVARDEN n.f. Classensgade,CYKLER + KNALLERTER I ALT,2506,3100.0,2600.0,0.0,0.053072625698324
42,2022,STRANDBOULEVARDEN n.f. Classensgade,A+B: KØRETØJER I ALT,6297,8200.0,7400.0,0.0358901063998729,0.0
42,2022,STRANDBOULEVARDEN n.f. Classensgade,CYKLER + KNALLERTER I ALT,2273,2800.0,2300.0,0.0,0.0602727672679278
42,2023,STRANDBOULEVARDEN n.f. Classensgade,A+B: KØRETØJER I ALT,5948,7800.0,7000.0,0.0442165433759246,0.0
42,2023,STRANDBOULEVARDEN n.f. Classensgade,CYKLER + KNALLERTER I ALT,2943,3600.0,3000.0,0.0,0.0502888209310227
57,2013,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,1214,1600.0,1400.0,0.0222405271828665,0.0
57,2013,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,1509,1800.0,1600.0,0.0,0.0159045725646123
57,2014,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,731,1000.0,900.0,0.0451436388508891,0.0
57,2014,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,1248,1500.0,1300.0,0.0,0.0024038461538461
57,2015,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,703,900.0,800.0,0.0526315789473684,0.0
