TS,VEJNAVN,ÅR,KATEGORI,ANTAL 8-9
122,GAMMEL KONGEVEJ vest for Stenosgade,2014,A+B: KØRETØJER I ALT,857
122,GAMMEL KONGEVEJ vest for Stenosgade,2014,A: LET TRAFIK I ALT,825
122,GAMMEL KONGEVEJ vest for Stenosgade,2014,B: TUNG TRAFIK I ALT,32
122,GAMMEL KONGEVEJ vest for Stenosgade,2014,CYKLER + KNALLERTER,1895
122,GAMMEL KONGEVEJ vest for Stenosgade,2014,CYKLER + KNALLERTER I ALT,1940
122,GAMMEL KONGEVEJ vest for Stenosgade,2014,LADCYKLER,45
122,GAMMEL KONGEVEJ vest for Stenosgade,2014,LASTBILER,14
122,GAMMEL KONGEVEJ vest for Stenosgade,2014,PERSONBILER + MC,679
122,GAMMEL KONGEVEJ vest for Stenosgade,2014,"VAREVOGNE (MAX. 3,5 t)",146
122,GAMMEL KONGEVEJ vest for Stenosgade,2015,A+B: KØRETØJER I ALT,789
122,GAMMEL KONGEVEJ vest for Stenosgade,2015,A: LET TRAFIK I ALT,758
122,GAMMEL KONGEVEJ vest for Stenosgade,2015,B: TUNG TRAFIK I ALT,31
122,GAMMEL KONGEVEJ vest for Stenosgade,2015,CYKLER + KNALLERTER,2141
122,GAMMEL KONGEVEJ vest for Stenosgade,2015,CYKLER + KNALLERTER I ALT,2197
122,GAMMEL KONGEVEJ vest for Stenosgade,2015,LADCYKLER,56
122,GAMMEL KONGEVEJ vest for Stenosgade,2015,LASTBILER,17
122,GAMMEL KONGEVEJ vest for Stenosgade,2015,PERSONBILER + MC,615
122,GAMMEL KONGEVEJ vest for Stenosgade,2015,"VAREVOGNE (MAX. 3,5 t)",143
122,GAMMEL KONGEVEJ vest for Stenosgade,2016,A+B: KØRETØJER I ALT,767
122,GAMMEL KONGEVEJ vest for Stenosgade,2016,A: LET TRAFIK I ALT,726
122,GAMMEL KONGEVEJ vest for Stenosgade,2016,B: TUNG TRAFIK I ALT,41
122,GAMMEL KONGEVEJ vest for Stenosgade,2016,CYKLER + KNALLERTER,2193
122,GAMMEL KONGEVEJ vest for Stenosgade,2016,CYKLER + KNALLERTER I ALT,2231
122,GAMMEL KONGEVEJ vest for Stenosgade,2016,LADCYKLER,38
122,GAMMEL KONGEVEJ vest for Stenosgade,2016,LASTBILER,18
122,GAMMEL KONGEVEJ vest for Stenosgade,2016,PERSONBILER + MC,604
122,GAMMEL KONGEVEJ vest for Stenosgade,2016,"VAREVOGNE (MAX. 3,5 t)",122
122,GAMMEL KONGEVEJ vest for Stenosgade,2017,A+B: KØRETØJER I ALT,824
122,GAMMEL KONGEVEJ vest for Stenosgade,2017,A: LET TRAFIK I ALT,773
122,GAMMEL KONGEVEJ vest for Stenosgade,2017,B: TUNG TRAFIK I ALT,51
122,GAMMEL KONGEVEJ vest for Stenosgade,2017,CYKLER + KNALLERTER,2304
122,GAMMEL KONGEVEJ vest for Stenosgade,2017,CYKLER + KNALLERTER I ALT,2364
122,GAMMEL KONGEVEJ vest for Stenosgade,2017,LADCYKLER,60
122,GAMMEL KONGEVEJ vest for Stenosgade,2017,LASTBILER,21
122,GAMMEL KONGEVEJ vest for Stenosgade,2017,PERSONBILER + MC,648
122,GAMMEL KONGEVEJ vest for Stenosgade,2017,"VAREVOGNE (MAX. 3,5 t)",125
122,GAMMEL KONGEVEJ vest for Stenosgade,2018,A+B: KØRETØJER I ALT,661
122,GAMMEL KONGEVEJ vest for Stenosgade,2018,A: LET TRAFIK I ALT,625
122,GAMMEL KONGEVEJ vest for Stenosgade,2018,B: TUNG TRAFIK I ALT,36
122,GAMMEL KONGEVEJ vest for Stenosgade,2018,CYKLER + KNALLERTER,2198
122,GAMMEL KONGEVEJ vest for Stenosgade,2018,CYKLER + KNALLERTER I ALT,2263
122,GAMMEL KONGEVEJ vest for Stenosgade,2018,LADCYKLER,65
122,GAMMEL KONGEVEJ vest for Stenosgade,2018,LASTBILER,13
122,GAMMEL KONGEVEJ vest for Stenosgade,2018,PERSONBILER + MC,519
122,GAMMEL KONGEVEJ vest for Stenosgade,2018,"VAREVOGNE (MAX. 3,5 t)",106
122,GAMMEL KONGEVEJ vest for Stenosgade,2019,A+B: KØRETØJER I ALT,786
122,GAMMEL KONGEVEJ vest for Stenosgade,2019,A: LET TRAFIK I ALT,739
122,GAMMEL KONGEVEJ vest for Stenosgade,2019,B: TUNG TRAFIK I ALT,47
122,GAMMEL KONGEVEJ vest for Stenosgade,2019,CYKLER + KNALLERTER,2295
122,GAMMEL KONGEVEJ vest for Stenosgade,2019,CYKLER + KNALLERTER I ALT,2366
122,GAMMEL KONGEVEJ vest for Stenosgade,2019,LADCYKLER,71
122,GAMMEL KONGEVEJ vest for Stenosgade,2019,LASTBILER,25
122,GAMMEL KONGEVEJ vest for Stenosgade,2019,PERSONBILER + MC,589
122,GAMMEL KONGEVEJ vest for Stenosgade,2019,"VAREVOGNE (MAX. 3,5 t)",150
122,GAMMEL KONGEVEJ vest for Stenosgade,2020,A+B: KØRETØJER I ALT,746
122,GAMMEL KONGEVEJ vest for Stenosgade,2020,A: LET TRAFIK I ALT,698
122,GAMMEL KONGEVEJ vest for Stenosgade,2020,B: TUNG TRAFIK I ALT,48
122,GAMMEL KONGEVEJ vest for Stenosgade,2020,CYKLER + KNALLERTER,2314
122,GAMMEL KONGEVEJ vest for Stenosgade,2020,CYKLER + KNALLERTER I ALT,2394
122,GAMMEL KONGEVEJ vest for Stenosgade,2020,LADCYKLER,80
122,GAMMEL KONGEVEJ vest for Stenosgade,2020,LASTBILER,22
122,GAMMEL KONGEVEJ vest for Stenosgade,2020,PERSONBILER + MC,597
122,GAMMEL KONGEVEJ vest for Stenosgade,2020,"VAREVOGNE (MAX. 3,5 t)",101
122,GAMMEL KONGEVEJ vest for Stenosgade,2021,A+B: KØRETØJER I ALT,714
122,GAMMEL KONGEVEJ vest for Stenosgade,2021,A: LET TRAFIK I ALT,668
122,GAMMEL KONGEVEJ vest for Stenosgade,2021,B: TUNG TRAFIK I ALT,46
122,GAMMEL KONGEVEJ vest for Stenosgade,2021,CYKLER + KNALLERTER,2088
122,GAMMEL KONGEVEJ vest for Stenosgade,2021,CYKLER + KNALLERTER I ALT,2161
122,GAMMEL KONGEVEJ vest for Stenosgade,2021,LADCYKLER,73
122,GAMMEL KONGEVEJ vest for Stenosgade,2021,LASTBILER,23
122,GAMMEL KONGEVEJ vest for Stenosgade,2021,PERSONBILER + MC,571
122,GAMMEL KONGEVEJ vest for Stenosgade,2021,"VAREVOGNE (MAX. 3,5 t)",97
122,GAMMEL KONGEVEJ vest for Stenosgade,2022,A+B: KØRETØJER I ALT,702
122,GAMMEL KONGEVEJ vest for Stenosgade,2022,A: LET TRAFIK I ALT,664
122,GAMMEL KONGEVEJ vest for Stenosgade,2022,B: TUNG TRAFIK I ALT,38
122,GAMMEL KONGEVEJ vest for Stenosgade,2022,CYKLER + KNALLERTER,2190
122,GAMMEL KONGEVEJ vest for Stenosgade,2022,CYKLER + KNALLERTER I ALT,2300
122,GAMMEL KONGEVEJ vest for Stenosgade,2022,LADCYKLER,110
122,GAMMEL KONGEVEJ vest for Stenosgade,2022,LASTBILER,22
122,GAMMEL KONGEVEJ vest for Stenosgade,2022,PERSONBILER + MC,552
122,GAMMEL KONGEVEJ vest for Stenosgade,2022,"VAREVOGNE (MAX. 3,5 t)",112
122,GAMMEL KONGEVEJ vest for Stenosgade,2023,A+B: KØRETØJER I ALT,648
122,GAMMEL KONGEVEJ vest for Stenosgade,2023,A: LET TRAFIK I ALT,618
122,GAMMEL KONGEVEJ vest for Stenosgade,2023,B: TUNG TRAFIK I ALT,30
122,GAMMEL KONGEVEJ vest for Stenosgade,2023,CYKLER + KNALLERTER,2079
122,GAMMEL KONGEVEJ vest for Stenosgade,2023,CYKLER + KNALLERTER I ALT,2190
122,GAMMEL KONGEVEJ vest for Stenosgade,2023,LADCYKLER,111
122,GAMMEL KONGEVEJ vest for Stenosgade,2023,LASTBILER,14
122,GAMMEL KONGEVEJ vest for Stenosgade,2023,PERSONBILER + MC,501
122,GAMMEL KONGEVEJ vest for Stenosgade,2023,"VAREVOGNE (MAX. 3,5 t)",117
602,ISTEDGADE nordøst for Gasværksvej,2014,A+B: KØRETØJER I ALT,395
602,ISTEDGADE nordøst for Gasværksvej,2014,A: LET TRAFIK I ALT,361
602,ISTEDGADE nordøst for Gasværksvej,2014,B: TUNG TRAFIK I ALT,34
602,ISTEDGADE nordøst for Gasværksvej,2014,CYKLER + KNALLERTER,677
602,ISTEDGADE nordøst for Gasværksvej,2014,CYKLER + KNALLERTER I ALT,704
602,ISTEDGADE nordøst for Gasværksvej,2014,LADCYKLER,27
602,ISTEDGADE nordøst for Gasværksvej,2014,LASTBILER,10
602,ISTEDGADE nordøst for Gasværksvej,2014,PERSONBILER + MC,255
602,ISTEDGADE nordøst for Gasværksvej,2014,"VAREVOGNE (MAX. 3,5 t)",106
602,ISTEDGADE nordøst for Gasværksvej,2015,A+B: KØRETØJER I ALT,376
602,ISTEDGADE nordøst for Gasværksvej,2015,A: LET TRAFIK I ALT,346
602,ISTEDGADE nordøst for Gasværksvej,2015,B: TUNG TRAFIK I ALT,30
602,ISTEDGADE nordøst for Gasværksvej,2015,CYKLER + KNALLERTER,860
602,ISTEDGADE nordøst for Gasværksvej,2015,CYKLER + KNALLERTER I ALT,910
602,ISTEDGADE nordøst for Gasværksvej,2015,LADCYKLER,50
602,ISTEDGADE nordøst for Gasværksvej,2015,LASTBILER,14
602,ISTEDGADE nordøst for Gasværksvej,2015,PERSONBILER + MC,242
602,ISTEDGADE nordøst for Gasværksvej,2015,"VAREVOGNE (MAX. 3,5 t)",104
602,ISTEDGADE nordøst for Gasværksvej,2016,A+B: KØRETØJER I ALT,388
602,ISTEDGADE nordøst for Gasværksvej,2016,A: LET TRAFIK I ALT,362
602,ISTEDGADE nordøst for Gasværksvej,2016,B: TUNG TRAFIK I ALT,26
602,ISTEDGADE nordøst for Gasværksvej,2016,CYKLER + KNALLERTER,887
602,ISTEDGADE nordøst for Gasværksvej,2016,CYKLER + KNALLERTER I ALT,933
602,ISTEDGADE nordøst for Gasværksvej,2016,LADCYKLER,46
602,ISTEDGADE nordøst for Gasværksvej,2016,LASTBILER,7
602,ISTEDGADE nordøst for Gasværksvej,2016,PERSONBILER + MC,277
602,ISTEDGADE nordøst for Gasværksvej,2016,"VAREVOGNE (MAX. 3,5 t)",85
602,ISTEDGADE nordøst for Gasværksvej,2017,A+B: KØRETØJER I ALT,514
602,ISTEDGADE nordøst for Gasværksvej,2017,A: LET TRAFIK I ALT,462
602,ISTEDGADE nordøst for Gasværksvej,2017,B: TUNG TRAFIK I ALT,52
602,ISTEDGADE nordøst for Gasværksvej,2017,CYKLER + KNALLERTER,1067
602,ISTEDGADE nordøst for Gasværksvej,2017,CYKLER + KNALLERTER I ALT,1116
602,ISTEDGADE nordøst for Gasværksvej,2017,LADCYKLER,49
602,ISTEDGADE nordøst for Gasværksvej,2017,LASTBILER,27
602,ISTEDGADE nordøst for Gasværksvej,2017,PERSONBILER + MC,350
602,ISTEDGADE nordøst for Gasværksvej,2017,"VAREVOGNE (MAX. 3,5 t)",112
602,ISTEDGADE nordøst for Gasværksvej,2018,A+B: KØRETØJER I ALT,415
602,ISTEDGADE nordøst for Gasværksvej,2018,A: LET TRAFIK I ALT,370
602,ISTEDGADE nordøst for Gasværksvej,2018,B: TUNG TRAFIK I ALT,45
602,ISTEDGADE nordøst for Gasværksvej,2018,CYKLER + KNALLERTER,989
602,ISTEDGADE nordøst for Gasværksvej,2018,CYKLER + KNALLERTER I ALT,1038
602,ISTEDGADE nordøst for Gasværksvej,2018,LADCYKLER,49
602,ISTEDGADE nordøst for Gasværksvej,2018,LASTBILER,23
602,ISTEDGADE nordøst for Gasværksvej,2018,PERSONBILER + MC,265
602,ISTEDGADE nordøst for Gasværksvej,2018,"VAREVOGNE (MAX. 3,5 t)",105
602,ISTEDGADE nordøst for Gasværksvej,2019,A+B: KØRETØJER I ALT,526
602,ISTEDGADE nordøst for Gasværksvej,2019,A: LET TRAFIK I ALT,479
602,ISTEDGADE nordøst for Gasværksvej,2019,B: TUNG TRAFIK I ALT,47
602,ISTEDGADE nordøst for Gasværksvej,2019,CYKLER + KNALLERTER,943
602,ISTEDGADE nordøst for Gasværksvej,2019,CYKLER + KNALLERTER I ALT,1004
602,ISTEDGADE nordøst for Gasværksvej,2019,LADCYKLER,61
602,ISTEDGADE nordøst for Gasværksvej,2019,LASTBILER,24
602,ISTEDGADE nordøst for Gasværksvej,2019,PERSONBILER + MC,367
602,ISTEDGADE nordøst for Gasværksvej,2019,"VAREVOGNE (MAX. 3,5 t)",112
602,ISTEDGADE nordøst for Gasværksvej,2020,A+B: KØRETØJER I ALT,443
602,ISTEDGADE nordøst for Gasværksvej,2020,A: LET TRAFIK I ALT,423
602,ISTEDGADE nordøst for Gasværksvej,2020,B: TUNG TRAFIK I ALT,20
602,ISTEDGADE nordøst for Gasværksvej,2020,CYKLER + KNALLERTER,867
602,ISTEDGADE nordøst for Gasværksvej,2020,CYKLER + KNALLERTER I ALT,911
602,ISTEDGADE nordøst for Gasværksvej,2020,LADCYKLER,44
602,ISTEDGADE nordøst for Gasværksvej,2020,LASTBILER,13
602,ISTEDGADE nordøst for Gasværksvej,2020,PERSONBILER + MC,310
602,ISTEDGADE nordøst for Gasværksvej,2020,"VAREVOGNE (MAX. 3,5 t)",113
602,ISTEDGADE nordøst for Gasværksvej,2021,A+B: KØRETØJER I ALT,363
602,ISTEDGADE nordøst for Gasværksvej,2021,A: LET TRAFIK I ALT,338
602,ISTEDGADE nordøst for Gasværksvej,2021,B: TUNG TRAFIK I ALT,25
602,ISTEDGADE nordøst for Gasværksvej,2021,CYKLER + KNALLERTER,896
602,ISTEDGADE nordøst for Gasværksvej,2021,CYKLER + KNALLERTER I ALT,963
602,ISTEDGADE nordøst for Gasværksvej,2021,LADCYKLER,67
602,ISTEDGADE nordøst for Gasværksvej,2021,LASTBILER,19
602,ISTEDGADE nordøst for Gasværksvej,2021,PERSONBILER + MC,239
602,ISTEDGADE nordøst for Gasværksvej,2021,"VAREVOGNE (MAX. 3,5 t)",99
602,ISTEDGADE nordøst for Gasværksvej,2022,A+B: KØRETØJER I ALT,359
602,ISTEDGADE nordøst for Gasværksvej,2022,A: LET TRAFIK I ALT,341
602,ISTEDGADE nordøst for Gasværksvej,2022,B: TUNG TRAFIK I ALT,18
602,ISTEDGADE nordøst for Gasværksvej,2022,CYKLER + KNALLERTER,723
602,ISTEDGADE nordøst for Gasværksvej,2022,CYKLER + KNALLERTER I ALT,776
602,ISTEDGADE nordøst for Gasværksvej,2022,LADCYKLER,53
602,ISTEDGADE nordøst for Gasværksvej,2022,LASTBILER,13
602,ISTEDGADE nordøst for Gasværksvej,2022,PERSONBILER + MC,255
602,ISTEDGADE nordøst for Gasværksvej,2022,"VAREVOGNE (MAX. 3,5 t)",86
602,ISTEDGADE nordøst for Gasværksvej,2023,A+B: KØRETØJER I ALT,364
602,ISTEDGADE nordøst for Gasværksvej,2023,A: LET TRAFIK I ALT,344
602,ISTEDGADE nordøst for Gasværksvej,2023,B: TUNG TRAFIK I ALT,20
602,ISTEDGADE nordøst for Gasværksvej,2023,CYKLER + KNALLERTER,694
602,ISTEDGADE nordøst for Gasværksvej,2023,CYKLER + KNALLERTER I ALT,751
602,ISTEDGADE nordøst for Gasværksvej,2023,LADCYKLER,57
602,ISTEDGADE nordøst for Gasværksvej,2023,LASTBILER,14
602,ISTEDGADE nordøst for Gasværksvej,2023,PERSONBILER + MC,267
602,ISTEDGADE nordøst for Gasværksvej,2023,"VAREVOGNE (MAX. 3,5 t)",77
603,VESTERBROGADE sv.f. Stenosgade,2013,A+B: KØRETØJER I ALT,953
603,VESTERBROGADE sv.f. Stenosgade,2013,A: LET TRAFIK I ALT,861
603,VESTERBROGADE sv.f. Stenosgade,2013,B: TUNG TRAFIK I ALT,92
603,VESTERBROGADE sv.f. Stenosgade,2013,CYKLER + KNALLERTER,1624
603,VESTERBROGADE sv.f. Stenosgade,2013,CYKLER + KNALLERTER I ALT,1657
603,VESTERBROGADE sv.f. Stenosgade,2013,LADCYKLER,33
603,VESTERBROGADE sv.f. Stenosgade,2013,LASTBILER,40
603,VESTERBROGADE sv.f. Stenosgade,2013,PERSONBILER + MC,637
603,VESTERBROGADE sv.f. Stenosgade,2013,"VAREVOGNE (MAX. 3,5 t)",224
603,VESTERBROGADE sv.f. Stenosgade,2014,A+B: KØRETØJER I ALT,997
603,VESTERBROGADE sv.f. Stenosgade,2014,A: LET TRAFIK I ALT,924
603,VESTERBROGADE sv.f. Stenosgade,2014,B: TUNG TRAFIK I ALT,73
603,VESTERBROGADE sv.f. Stenosgade,2014,CYKLER + KNALLERTER,1492
603,VESTERBROGADE sv.f. Stenosgade,2014,CYKLER + KNALLERTER I ALT,1546
603,VESTERBROGADE sv.f. Stenosgade,2014,LADCYKLER,54
603,VESTERBROGADE sv.f. Stenosgade,2014,LASTBILER,37
603,VESTERBROGADE sv.f. Stenosgade,2014,PERSONBILER + MC,683
603,VESTERBROGADE sv.f. Stenosgade,2014,"VAREVOGNE (MAX. 3,5 t)",241
603,VESTERBROGADE sv.f. Stenosgade,2015,A+B: KØRETØJER I ALT,966
603,VESTERBROGADE sv.f. Stenosgade,2015,A: LET TRAFIK I ALT,895
603,VESTERBROGADE sv.f. Stenosgade,2015,B: TUNG TRAFIK I ALT,71
603,VESTERBROGADE sv.f. Stenosgade,2015,CYKLER + KNALLERTER,1852
603,VESTERBROGADE sv.f. Stenosgade,2015,CYKLER + KNALLERTER I ALT,1888
603,VESTERBROGADE sv.f. Stenosgade,2015,LADCYKLER,36
603,VESTERBROGADE sv.f. Stenosgade,2015,LASTBILER,37
603,VESTERBROGADE sv.f. Stenosgade,2015,PERSONBILER + MC,687
603,VESTERBROGADE sv.f. Stenosgade,2015,"VAREVOGNE (MAX. 3,5 t)",208
603,VESTERBROGADE sv.f. Stenosgade,2016,A+B: KØRETØJER I ALT,953
603,VESTERBROGADE sv.f. Stenosgade,2016,A: LET TRAFIK I ALT,891
603,VESTERBROGADE sv.f. Stenosgade,2016,B: TUNG TRAFIK I ALT,62
603,VESTERBROGADE sv.f. Stenosgade,2016,CYKLER + KNALLERTER,1890
603,VESTERBROGADE sv.f. Stenosgade,2016,CYKLER + KNALLERTER I ALT,1942
603,VESTERBROGADE sv.f. Stenosgade,2016,LADCYKLER,52
603,VESTERBROGADE sv.f. Stenosgade,2016,LASTBILER,27
603,VESTERBROGADE sv.f. Stenosgade,2016,PERSONBILER + MC,667
603,VESTERBROGADE sv.f. Stenosgade,2016,"VAREVOGNE (MAX. 3,5 t)",224
603,VESTERBROGADE sv.f. Stenosgade,2017,A+B: KØRETØJER I ALT,466
603,VESTERBROGADE sv.f. Stenosgade,2017,A: LET TRAFIK I ALT,426
603,VESTERBROGADE sv.f. Stenosgade,2017,B: TUNG TRAFIK I ALT,40
603,VESTERBROGADE sv.f. Stenosgade,2017,CYKLER + KNALLERTER,1286
603,VESTERBROGADE sv.f. Stenosgade,2017,CYKLER + KNALLERTER I ALT,1318
603,VESTERBROGADE sv.f. Stenosgade,2017,LADCYKLER,32
603,VESTERBROGADE sv.f. Stenosgade,2017,LASTBILER,24
603,VESTERBROGADE sv.f. Stenosgade,2017,PERSONBILER + MC,291
603,VESTERBROGADE sv.f. Stenosgade,2017,"VAREVOGNE (MAX. 3,5 t)",135
603,VESTERBROGADE sv.f. Stenosgade,2018,A+B: KØRETØJER I ALT,770
603,VESTERBROGADE sv.f. Stenosgade,2018,A: LET TRAFIK I ALT,703
603,VESTERBROGADE sv.f. Stenosgade,2018,B: TUNG TRAFIK I ALT,67
603,VESTERBROGADE sv.f. Stenosgade,2018,CYKLER + KNALLERTER,1792
603,VESTERBROGADE sv.f. Stenosgade,2018,CYKLER + KNALLERTER I ALT,1846
603,VESTERBROGADE sv.f. Stenosgade,2018,LADCYKLER,54
603,VESTERBROGADE sv.f. Stenosgade,2018,LASTBILER,33
603,VESTERBROGADE sv.f. Stenosgade,2018,PERSONBILER + MC,547
603,VESTERBROGADE sv.f. Stenosgade,2018,"VAREVOGNE (MAX. 3,5 t)",156
603,VESTERBROGADE sv.f. Stenosgade,2019,A+B: KØRETØJER I ALT,721
603,VESTERBROGADE sv.f. Stenosgade,2019,A: LET TRAFIK I ALT,650
603,VESTERBROGADE sv.f. Stenosgade,2019,B: TUNG TRAFIK I ALT,71
603,VESTERBROGADE sv.f. Stenosgade,2019,CYKLER + KNALLERTER,1750
603,VESTERBROGADE sv.f. Stenosgade,2019,CYKLER + KNALLERTER I ALT,1809
603,VESTERBROGADE sv.f. Stenosgade,2019,LADCYKLER,59
603,VESTERBROGADE sv.f. Stenosgade,2019,LASTBILER,41
603,VESTERBROGADE sv.f. Stenosgade,2019,PERSONBILER + MC,504
603,VESTERBROGADE sv.f. Stenosgade,2019,"VAREVOGNE (MAX. 3,5 t)",146
603,VESTERBROGADE sv.f. Stenosgade,2020,A+B: KØRETØJER I ALT,941
603,VESTERBROGADE sv.f. Stenosgade,2020,A: LET TRAFIK I ALT,876
603,VESTERBROGADE sv.f. Stenosgade,2020,B: TUNG TRAFIK I ALT,65
603,VESTERBROGADE sv.f. Stenosgade,2020,CYKLER + KNALLERTER,1321
603,VESTERBROGADE sv.f. Stenosgade,2020,CYKLER + KNALLERTER I ALT,1373
603,VESTERBROGADE sv.f. Stenosgade,2020,LADCYKLER,52
603,VESTERBROGADE sv.f. Stenosgade,2020,LASTBILER,40
603,VESTERBROGADE sv.f. Stenosgade,2020,PERSONBILER + MC,683
603,VESTERBROGADE sv.f. Stenosgade,2020,"VAREVOGNE (MAX. 3,5 t)",193
603,VESTERBROGADE sv.f. Stenosgade,2021,A+B: KØRETØJER I ALT,924
603,VESTERBROGADE sv.f. Stenosgade,2021,A: LET TRAFIK I ALT,866
603,VESTERBROGADE sv.f. Stenosgade,2021,B: TUNG TRAFIK I ALT,58
603,VESTERBROGADE sv.f. Stenosgade,2021,CYKLER + KNALLERTER,1668
603,VESTERBROGADE sv.f. Stenosgade,2021,CYKLER + KNALLERTER I ALT,1748
603,VESTERBROGADE sv.f. Stenosgade,2021,LADCYKLER,80
603,VESTERBROGADE sv.f. Stenosgade,2021,LASTBILER,37
603,VESTERBROGADE sv.f. Stenosgade,2021,PERSONBILER + MC,655
603,VESTERBROGADE sv.f. Stenosgade,2021,"VAREVOGNE (MAX. 3,5 t)",211
603,VESTERBROGADE sv.f. Stenosgade,2022,A+B: KØRETØJER I ALT,881
603,VESTERBROGADE sv.f. Stenosgade,2022,A: LET TRAFIK I ALT,816
603,VESTERBROGADE sv.f. Stenosgade,2022,B: TUNG TRAFIK I ALT,65
603,VESTERBROGADE sv.f. Stenosgade,2022,CYKLER + KNALLERTER,1951
603,VESTERBROGADE sv.f. Stenosgade,2022,CYKLER + KNALLERTER I ALT,2042
603,VESTERBROGADE sv.f. Stenosgade,2022,LADCYKLER,91
603,VESTERBROGADE sv.f. Stenosgade,2022,LASTBILER,31
603,VESTERBROGADE sv.f. Stenosgade,2022,PERSONBILER + MC,632
603,VESTERBROGADE sv.f. Stenosgade,2022,"VAREVOGNE (MAX. 3,5 t)",184
603,VESTERBROGADE sv.f. Stenosgade,2023,A+B: KØRETØJER I ALT,800
603,VESTERBROGADE sv.f. Stenosgade,2023,A: LET TRAFIK I ALT,738
603,VESTERBROGADE sv.f. Stenosgade,2023,B: TUNG TRAFIK I ALT,62
603,VESTERBROGADE sv.f. Stenosgade,2023,CYKLER + KNALLERTER,1929
603,VESTERBROGADE sv.f. Stenosgade,2023,CYKLER + KNALLERTER I ALT,2038
603,VESTERBROGADE sv.f. Stenosgade,2023,LADCYKLER,109
603,VESTERBROGADE sv.f. Stenosgade,2023,LASTBILER,30
603,VESTERBROGADE sv.f. Stenosgade,2023,PERSONBILER + MC,548
603,VESTERBROGADE sv.f. Stenosgade,2023,"VAREVOGNE (MAX. 3,5 t)",190
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2013,A+B: KØRETØJER I ALT,1615
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2013,A: LET TRAFIK I ALT,1506
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2013,B: TUNG TRAFIK I ALT,109
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2013,CYKLER + KNALLERTER,1057
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2013,CYKLER + KNALLERTER I ALT,1072
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2013,LADCYKLER,15
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2013,LASTBILER,73
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2013,PERSONBILER + MC,1346
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2013,"VAREVOGNE (MAX. 3,5 t)",160
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2014,A+B: KØRETØJER I ALT,1486
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2014,A: LET TRAFIK I ALT,1410
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2014,B: TUNG TRAFIK I ALT,76
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2014,CYKLER + KNALLERTER,1022
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2014,CYKLER + KNALLERTER I ALT,1042
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2014,LADCYKLER,20
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2014,LASTBILER,60
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2014,PERSONBILER + MC,1232
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2014,"VAREVOGNE (MAX. 3,5 t)",178
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2015,A+B: KØRETØJER I ALT,1518
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2015,A: LET TRAFIK I ALT,1400
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2015,B: TUNG TRAFIK I ALT,118
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2015,CYKLER + KNALLERTER,1008
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2015,CYKLER + KNALLERTER I ALT,1019
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2015,LADCYKLER,11
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2015,LASTBILER,102
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2015,PERSONBILER + MC,1229
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2015,"VAREVOGNE (MAX. 3,5 t)",171
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2016,A+B: KØRETØJER I ALT,1633
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2016,A: LET TRAFIK I ALT,1513
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2016,B: TUNG TRAFIK I ALT,120
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2016,CYKLER + KNALLERTER,800
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2016,CYKLER + KNALLERTER I ALT,811
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2016,LADCYKLER,11
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2016,LASTBILER,105
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2016,PERSONBILER + MC,1325
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2016,"VAREVOGNE (MAX. 3,5 t)",188
